dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-30t-sax-s15-w24,23.449785704264873,2.2330281588843137,24.564560370892963,20.731999999999992,27.802000000000003,0.2201880221281552,0.0,90.0
test-30t-sax-s15-w24,23.64128714470284,2.062419779250212,24.564560370892963,20.731999999999992,27.802000000000003,0.2429107405983728,0.0,60.0
