dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-40t-persist-s15,23.449785704264873,2.2330281588843137,24.76986506540618,21.12666666666667,26.916666666666668,0.3114906241984537,0.0,83.33333333333334
test-40t-persist-s15,23.64128714470284,2.062419779250212,24.76986506540618,21.12666666666667,26.916666666666668,0.3148798291255969,0.0,50.0
