timestamp,dataset,method,params,trace_count,repeat,tag_k,status,trace_indices_start,trace_indices_end,disc_time,learn_time,total_time,actual_bins,n_states,n_edges,n_inconsistencies,error_type,error_msg
2026-05-16T04:42:46.651924,clean,naive,{'bins': 15},1,0,4,ok,0,1,0.00042038876563310623,0.020530708134174347,0.02125685103237629,15,42,45,0,,
2026-05-16T04:42:46.676061,clean,naive,{'bins': 15},1,1,4,ok,1,2,0.00031432975083589554,0.020555846393108368,0.021129202097654343,15,49,51,0,,
2026-05-16T04:42:46.695868,clean,naive,{'bins': 15},1,2,4,ok,2,3,0.00030122604221105576,0.017198304645717144,0.017759867943823338,15,54,55,0,,
2026-05-16T04:42:46.713049,clean,naive,{'bins': 15},1,3,4,ok,3,4,0.0003014868125319481,0.014993795193731785,0.015551081858575344,15,51,52,0,,
2026-05-16T04:42:46.742688,clean,naive,{'bins': 15},1,4,4,ok,4,5,0.0002963356673717499,0.027213100343942642,0.027775706723332405,15,50,53,0,,
2026-05-16T04:42:46.861889,clean,naive,{'bins': 15},2,0,4,ok,0,2,0.0005092956125736237,0.11325792782008648,0.11415977962315083,15,81,89,0,,
2026-05-16T04:42:47.004326,clean,naive,{'bins': 15},2,1,4,ok,2,4,0.0005241641774773598,0.13871320895850658,0.13962559215724468,15,74,85,0,,
2026-05-16T04:42:47.162943,clean,naive,{'bins': 15},2,2,4,ok,4,6,0.0005260268226265907,0.154710927978158,0.15562589466571808,15,85,94,0,,
2026-05-16T04:42:47.315531,clean,naive,{'bins': 15},2,3,4,ok,6,8,0.0005279406905174255,0.14848582353442907,0.14941646065562963,15,81,93,0,,
2026-05-16T04:42:47.466801,clean,naive,{'bins': 15},2,4,4,ok,8,10,0.000525766983628273,0.14717829041182995,0.148102805018425,15,85,95,0,,
2026-05-16T04:42:47.918764,clean,naive,{'bins': 15},3,0,4,ok,0,3,0.0007203323766589165,0.44434281811118126,0.4455920336768031,15,103,120,0,,
2026-05-16T04:42:48.196676,clean,naive,{'bins': 15},3,1,4,ok,3,6,0.0007446585223078728,0.2721669366583228,0.2734556458890438,15,91,105,0,,
2026-05-16T04:42:48.480556,clean,naive,{'bins': 15},3,2,4,ok,6,9,0.0007279952988028526,0.2782113114371896,0.27947884052991867,15,80,93,0,,
2026-05-16T04:42:48.767911,clean,naive,{'bins': 15},3,3,4,ok,9,12,0.0007382361218333244,0.2819627346470952,0.28322430327534676,15,79,97,0,,
2026-05-16T04:42:49.121350,clean,naive,{'bins': 15},3,4,4,ok,12,15,0.0007582129910588264,0.34455670043826103,0.3458746839314699,15,82,100,0,,
2026-05-16T04:42:49.686279,clean,naive,{'bins': 15},4,0,4,ok,0,4,0.0009215101599693298,0.5554938418790698,0.5571083026006818,15,107,126,0,,
2026-05-16T04:42:50.335327,clean,naive,{'bins': 15},4,1,4,ok,4,8,0.0009701205417513847,0.6409333413466811,0.642586343921721,15,113,133,0,,
2026-05-16T04:42:50.848153,clean,naive,{'bins': 15},4,2,4,ok,8,12,0.0009502638131380081,0.5052566519007087,0.5068718045949936,15,102,125,0,,
2026-05-16T04:42:51.564765,clean,naive,{'bins': 15},4,3,4,ok,12,16,0.0009558852761983871,0.7082247044891119,0.7098961723968387,15,91,117,0,,
2026-05-16T04:42:52.148880,clean,naive,{'bins': 15},4,4,4,ok,16,20,0.0009759217500686646,0.5765943890437484,0.5782562186941504,15,87,109,0,,
2026-05-16T04:42:52.859618,clean,naive,{'bins': 15},5,0,4,ok,0,5,0.0011484064161777496,0.6987517615780234,0.7008889243006706,15,87,109,0,,
2026-05-16T04:42:54.005542,clean,naive,{'bins': 15},5,1,4,ok,5,10,0.001246950589120388,1.1351533960551023,1.1373728215694427,15,139,169,0,,
2026-05-16T04:42:54.810024,clean,naive,{'bins': 15},5,2,4,ok,10,15,0.0011706985533237457,0.794961198233068,0.7970751961693168,15,89,111,0,,
2026-05-16T04:42:55.676022,clean,naive,{'bins': 15},5,3,4,ok,15,20,0.0011750059202313423,0.8563359444960952,0.8584585897624493,15,92,116,0,,
2026-05-16T04:42:56.830479,clean,naive,{'bins': 15},5,4,4,ok,20,25,0.0011851945891976357,1.1443911166861653,1.1465240400284529,15,103,133,0,,
2026-05-16T04:42:57.652353,clean,naive,{'bins': 15},6,0,4,ok,0,6,0.001363319344818592,0.810010576620698,0.8125168224796653,15,58,81,0,,
2026-05-16T04:42:59.175994,clean,naive,{'bins': 15},6,1,4,ok,6,12,0.001449190080165863,1.5120767131447792,1.5146628469228745,15,112,148,0,,
2026-05-16T04:43:00.558094,clean,naive,{'bins': 15},6,2,4,ok,12,18,0.0013881660997867584,1.3699067439883947,1.372481407597661,15,95,123,0,,
2026-05-16T04:43:02.144463,clean,naive,{'bins': 15},6,3,4,ok,18,24,0.0013834871351718903,1.5742558808997273,1.5767502933740616,15,100,131,0,,
2026-05-16T04:43:03.129288,clean,naive,{'bins': 15},6,4,4,ok,24,30,0.0014242324978113174,0.971454025246203,0.9740076381713152,15,104,130,0,,
2026-05-16T04:43:04.594500,clean,naive,{'bins': 15},7,0,4,ok,0,7,0.0015854556113481522,1.4499909533187747,1.4528672518208623,15,97,126,0,,
2026-05-16T04:43:06.885724,clean,naive,{'bins': 15},7,1,4,ok,7,14,0.0015880810096859932,2.276549182832241,2.2794092521071434,15,115,154,0,,
2026-05-16T04:43:09.100011,clean,naive,{'bins': 15},7,2,4,ok,14,21,0.0019092243164777756,2.19984273891896,2.2030917070806026,15,96,130,0,,
2026-05-16T04:43:10.890264,clean,naive,{'bins': 15},7,3,4,ok,21,28,0.0016738325357437134,1.7766474038362503,1.7796350121498108,15,88,117,0,,
2026-05-16T04:43:12.661386,clean,naive,{'bins': 15},7,4,4,ok,28,35,0.0016400786116719246,1.7562217731028795,1.7591489478945732,15,128,160,0,,
2026-05-16T04:43:14.961032,clean,naive,{'bins': 15},8,0,4,ok,0,8,0.001820417121052742,2.281886426731944,2.2851726142689586,15,115,149,0,,
2026-05-16T04:43:17.345285,clean,naive,{'bins': 15},8,1,4,ok,8,16,0.0019095158204436302,2.367481017485261,2.3708382695913315,15,116,154,0,,
2026-05-16T04:43:19.434667,clean,naive,{'bins': 15},8,2,4,ok,16,24,0.0018340935930609703,2.0750075234100223,2.0782590974122286,15,78,111,0,,
2026-05-16T04:43:21.225537,clean,naive,{'bins': 15},8,3,4,ok,24,32,0.0018586888909339905,1.776706077158451,1.7800034768879414,15,84,113,0,,
2026-05-16T04:43:24.188362,clean,naive,{'bins': 15},8,4,4,ok,32,40,0.0018408950418233871,2.9463123315945268,2.949582239612937,15,128,171,0,,
2026-05-16T04:43:26.937970,clean,naive,{'bins': 15},9,0,4,ok,0,9,0.0019894540309906006,2.7292470084503293,2.732889164239168,15,123,166,0,,
2026-05-16T04:43:29.857817,clean,naive,{'bins': 15},9,1,4,ok,9,18,0.0020255623385310173,2.901282038539648,2.9048759853467345,15,112,151,0,,
2026-05-16T04:43:32.994728,clean,naive,{'bins': 15},9,2,4,ok,18,27,0.002092507667839527,3.118648862466216,3.1222995352,15,109,151,0,,
2026-05-16T04:43:35.648035,clean,naive,{'bins': 15},9,3,4,ok,27,36,0.002090894617140293,2.6356373568996787,2.639328214339912,15,100,138,0,,
2026-05-16T04:43:38.992314,clean,naive,{'bins': 15},9,4,4,ok,36,45,0.0020734723657369614,3.3250783793628216,3.328815123066306,15,105,142,0,,
2026-05-16T04:43:41.835901,clean,naive,{'bins': 15},10,0,4,ok,0,10,0.0023599201813340187,2.825642490759492,2.82963177934289,15,44,69,0,,
2026-05-16T04:43:44.691698,clean,naive,{'bins': 15},10,1,4,ok,10,20,0.0023705195635557175,2.834749076515436,2.838767579756677,15,118,153,0,,
2026-05-16T04:43:47.971273,clean,naive,{'bins': 15},10,2,4,ok,20,30,0.002435321919620037,3.2599871987476945,3.2640370009467006,15,103,141,0,,
2026-05-16T04:43:50.526204,clean,naive,{'bins': 15},10,3,4,ok,30,40,0.0023749778047204018,2.5358142936602235,2.5398153448477387,15,86,119,0,,
2026-05-16T04:43:54.856740,clean,naive,{'bins': 15},10,4,4,ok,40,50,0.0024284683167934418,4.313116813078523,4.317123183980584,15,32,62,0,,
2026-05-16T04:43:58.176556,clean,naive,{'bins': 15},11,0,4,ok,0,11,0.002551289275288582,3.295268824324012,3.2996648363769054,15,124,170,0,,
2026-05-16T04:44:03.850504,clean,naive,{'bins': 15},11,1,4,ok,11,22,0.0025632716715335846,5.6505083460360765,5.654789832420647,15,133,185,0,,
2026-05-16T04:44:07.983151,clean,naive,{'bins': 15},11,2,4,ok,22,33,0.002623193897306919,4.1098940297961235,4.114310389384627,15,115,160,0,,
2026-05-16T04:44:11.848667,clean,naive,{'bins': 15},11,3,4,ok,33,44,0.002947733737528324,3.843064120039344,3.847918071784079,15,104,147,0,,
2026-05-16T04:44:15.022597,clean,naive,{'bins': 15},11,4,4,ok,44,55,0.0026645418256521225,3.154380790889263,3.158828178420663,15,80,117,0,,
2026-05-16T04:44:19.310319,clean,naive,{'bins': 15},12,0,4,ok,0,12,0.002867593429982662,4.265344397164881,4.270199030637741,15,63,92,0,,
2026-05-16T04:44:24.049557,clean,naive,{'bins': 15},12,1,4,ok,12,24,0.0029478631913661957,4.715655322186649,4.720599643886089,15,101,146,0,,
2026-05-16T04:44:27.707482,clean,naive,{'bins': 15},12,2,4,ok,24,36,0.0029193302616477013,3.6382966991513968,3.643136023543775,15,66,100,0,,
2026-05-16T04:44:33.505060,clean,naive,{'bins': 15},12,3,4,ok,36,48,0.0028739245608448982,5.775951407849789,5.780766105279326,15,67,103,0,,
2026-05-16T04:44:38.329321,clean,naive,{'bins': 15},12,4,4,ok,48,60,0.0028932811692357063,4.7946878569200635,4.799561596475542,15,163,216,0,,
2026-05-16T04:44:43.646488,clean,naive,{'bins': 15},13,0,4,ok,0,13,0.0030188169330358505,5.290305950678885,5.295420301146805,15,102,146,0,,
2026-05-16T04:44:49.968989,clean,naive,{'bins': 15},13,1,4,ok,13,26,0.00299967173486948,6.3017566706985235,6.306849951855838,15,37,63,0,,
2026-05-16T04:44:55.536499,clean,naive,{'bins': 15},13,2,4,ok,26,39,0.003130566328763962,5.53913801163435,5.544476382434368,15,120,164,0,,
2026-05-16T04:45:02.348296,clean,naive,{'bins': 15},13,3,4,ok,39,52,0.003087957389652729,6.780757361091673,6.78593404777348,15,134,183,0,,
2026-05-16T04:45:08.113150,clean,naive,{'bins': 15},13,4,4,ok,52,65,0.0030894288793206215,5.743029014207423,5.748219738714397,15,58,89,0,,
2026-05-16T04:45:14.734272,clean,naive,{'bins': 15},14,0,4,ok,0,14,0.0033221151679754257,6.5895938174799085,6.595196724869311,15,131,183,0,,
2026-05-16T04:45:23.048281,clean,naive,{'bins': 15},14,1,4,ok,14,28,0.0033158548176288605,8.291339793242514,8.296978497877717,15,46,78,0,,
2026-05-16T04:45:28.224089,clean,naive,{'bins': 15},14,2,4,ok,28,42,0.0033558588474988937,5.145317560993135,5.1509438417851925,15,126,168,0,,
2026-05-16T04:45:35.420664,clean,naive,{'bins': 15},14,3,4,ok,42,56,0.0033505698665976524,7.173331156373024,7.178972606547177,15,48,76,0,,
2026-05-16T04:45:41.353694,clean,naive,{'bins': 15},14,4,4,ok,56,70,0.003333408385515213,5.9046074552461505,5.910224008373916,15,111,156,0,,
2026-05-16T04:45:48.707144,clean,naive,{'bins': 15},15,0,4,ok,0,15,0.0034469515085220337,7.3170204274356365,7.322909272275865,15,153,203,0,,
2026-05-16T04:45:56.818521,clean,naive,{'bins': 15},15,1,4,ok,15,30,0.003515508957207203,8.078056327998638,8.084011697210371,15,135,189,0,,
2026-05-16T04:46:04.587985,clean,naive,{'bins': 15},15,2,4,ok,30,45,0.003514566458761692,7.732745642773807,7.738576587289572,15,144,196,0,,
2026-05-16T04:46:10.563019,clean,naive,{'bins': 15},15,3,4,ok,45,60,0.0035225218161940575,5.943434167653322,5.949404985643923,15,114,164,0,,
