method,params,alphabet_defined,alphabet_used,usage_rate,run_length_median,run_length_mean,run_length_max,n_distinct_transitions,transition_entropy
naive,bins=15,15,15,1.00,1.0,3.1,64
sax,"w=24, bins=15",15,15,1.00,2.0,2.2,24
persist,bins=16,16,16,1.00,1.0,3.8,237
