Method,train_real_mean,train_sim_mean,train_real_std,train_sim_std,train_rmse,train_mean_error,train_variance_error,train_coverage,train_acf_rmse,train_psd_rmse,test_real_mean,test_sim_mean,test_real_std,test_sim_std,test_rmse,test_mean_error,test_variance_error,test_coverage,test_acf_rmse,test_psd_rmse,test_rmse_diff,test_real_mean_diff,test_sim_mean_diff,test_real_std_diff,test_sim_std_diff,test_mean_error_diff,test_variance_error_diff,test_coverage_diff,test_acf_rmse_diff,test_psd_rmse_diff
SAX w48,23.44978570426487,21.408552927085296,0.3966632289509738,0.2126864592643735,2.1043851199885153,2.0412327771795735,1.5623844908976503,34.978254769921435,0.8373753548778058,582.8027152001399,23.641287144702844,21.408552927085296,0.4107520561793073,0.2126864592643735,2.300524097295676,2.232734217617546,1.2225229752857638,26.582687338501295,0.8399054606501425,512.635955158239,0.1961389773071609,0.19150144043797468,0.0,0.014088827228333545,0.0,0.19150144043797246,-0.3398615156118865,-8.39556743142014,0.0025301057723366993,-70.16676004190094
