Method,train_real_mean,train_sim_mean,train_real_std,train_sim_std,train_rmse,train_mean_error,train_variance_error,train_coverage,train_acf_rmse,train_psd_rmse,test_real_mean,test_sim_mean,test_real_std,test_sim_std,test_rmse,test_mean_error,test_variance_error,test_coverage,test_acf_rmse,test_psd_rmse,test_rmse_diff,test_real_mean_diff,test_sim_mean_diff,test_real_std_diff,test_sim_std_diff,test_mean_error_diff,test_variance_error_diff,test_coverage_diff,test_acf_rmse_diff,test_psd_rmse_diff
SAX w48,23.44978570426487,22.699981923614484,0.3966632289509738,0.2293384951911949,0.8099125877465652,0.7498037806503881,0.5879996418177394,77.80408249158249,0.995121997604363,577.9196090380359,23.641287144702844,22.699981923614484,0.4107520561793073,0.2293384951911949,0.9831176210632376,0.9413052210883608,0.5747280465471338,80.65245478036177,0.9511226136646176,504.1245151827446,0.17320503331667247,0.19150144043797468,0.0,0.014088827228333545,0.0,0.19150144043797268,-0.013271595270605618,2.8483722887792737,-0.04399938393974545,-73.79509385529133
