Method,train_real_mean,train_sim_mean,train_real_std,train_sim_std,train_rmse,train_mean_error,train_variance_error,train_coverage,train_acf_rmse,train_psd_rmse,test_real_mean,test_sim_mean,test_real_std,test_sim_std,test_rmse,test_mean_error,test_variance_error,test_coverage,test_acf_rmse,test_psd_rmse,test_rmse_diff,test_real_mean_diff,test_sim_mean_diff,test_real_std_diff,test_sim_std_diff,test_mean_error_diff,test_variance_error_diff,test_coverage_diff,test_acf_rmse_diff,test_psd_rmse_diff
SAX w24,23.44978570426487,21.52916666667001,0.3966632289509738,1.6027274227513315,2.4750620543969633,1.932043350165502,4.85413520090869,0.0403338945005611,0.4854805928060107,10341.95253221399,23.641287144702844,21.52916666667001,0.4107520561793073,1.6027274227513315,2.672900984045459,2.112189114983762,4.133507964057597,0.0403746770025839,0.5185823310457534,10435.247930024578,0.19783892964849592,0.19150144043797468,0.0,0.014088827228333545,0.0,0.18014576481825983,-0.7206272368510929,4.0782502022801426e-05,0.03310173823974266,93.29539781058702
