timestamp,dataset,method,params,trace_count,repeat,tag_k,status,trace_indices_start,trace_indices_end,disc_time,learn_time,total_time,actual_bins,n_states,n_edges,n_inconsistencies,error_type,error_msg
2026-05-16T01:38:06.405043,clean,naive,{'bins': 10},1,0,4,ok,0,1,0.000417894683778286,0.007597947493195534,0.00830360408872366,10,27,28,0,,
2026-05-16T01:38:06.416410,clean,naive,{'bins': 10},1,1,4,ok,1,2,0.00030349940061569214,0.00917968899011612,0.009715183638036251,10,28,30,0,,
2026-05-16T01:38:06.426275,clean,naive,{'bins': 10},1,2,4,ok,2,3,0.00029895082116127014,0.007917217910289764,0.008441692218184471,10,29,30,0,,
2026-05-16T01:38:06.439473,clean,naive,{'bins': 10},1,3,4,ok,3,4,0.00030161719769239426,0.011136292479932308,0.011668361723423004,10,22,26,0,,
2026-05-16T01:38:06.449198,clean,naive,{'bins': 10},1,4,4,ok,4,5,0.00029661692678928375,0.008032705634832382,0.008554485626518726,10,29,30,0,,
2026-05-16T01:38:06.492156,clean,naive,{'bins': 10},2,0,4,ok,0,2,0.0004946989938616753,0.03759127203375101,0.038430407643318176,10,43,48,0,,
2026-05-16T01:38:06.531314,clean,naive,{'bins': 10},2,1,4,ok,2,4,0.0005041370168328285,0.03624349180608988,0.03709487151354551,10,42,46,0,,
2026-05-16T01:38:06.577338,clean,naive,{'bins': 10},2,2,4,ok,4,6,0.0005193045362830162,0.04302853252738714,0.043894809670746326,10,47,53,0,,
2026-05-16T01:38:06.639268,clean,naive,{'bins': 10},2,3,4,ok,6,8,0.0005380799993872643,0.05862592440098524,0.05951084662228823,10,46,55,0,,
2026-05-16T01:38:06.689029,clean,naive,{'bins': 10},2,4,4,ok,8,10,0.0005255863070487976,0.046787332743406296,0.047658747993409634,10,46,52,0,,
2026-05-16T01:38:06.790346,clean,naive,{'bins': 10},3,0,4,ok,0,3,0.0007134899497032166,0.0936358692124486,0.09483655449002981,10,53,61,0,,
2026-05-16T01:38:06.924508,clean,naive,{'bins': 10},3,1,4,ok,3,6,0.000729328952729702,0.13012066390365362,0.131309456191957,10,61,71,0,,
2026-05-16T01:38:07.043422,clean,naive,{'bins': 10},3,2,4,ok,6,9,0.0007260432466864586,0.11515627335757017,0.11634670849889517,10,45,56,0,,
2026-05-16T01:38:07.150879,clean,naive,{'bins': 10},3,3,4,ok,9,12,0.0007476340979337692,0.10379050951451063,0.10500511899590492,10,56,66,0,,
2026-05-16T01:38:07.301177,clean,naive,{'bins': 10},3,4,4,ok,12,15,0.0007455302402377129,0.14630483649671078,0.1475276630371809,10,39,50,0,,
2026-05-16T01:38:07.462874,clean,naive,{'bins': 10},4,0,4,ok,0,4,0.0009251581504940987,0.15539313293993473,0.15689606592059135,10,33,47,0,,
2026-05-16T01:38:07.605245,clean,naive,{'bins': 10},4,1,4,ok,4,8,0.0009447438642382622,0.1373621616512537,0.13890513963997364,10,53,63,0,,
2026-05-16T01:38:07.782587,clean,naive,{'bins': 10},4,2,4,ok,8,12,0.0009445333853363991,0.17247467022389174,0.17398433480411768,10,52,62,0,,
2026-05-16T01:38:08.002624,clean,naive,{'bins': 10},4,3,4,ok,12,16,0.0009563257917761803,0.2150819431990385,0.21662987023591995,10,41,53,0,,
2026-05-16T01:38:08.205636,clean,naive,{'bins': 10},4,4,4,ok,16,20,0.0009679580107331276,0.19827761501073837,0.19982123468071222,10,45,58,0,,
2026-05-16T01:38:08.458862,clean,naive,{'bins': 10},5,0,4,ok,0,5,0.0011341394856572151,0.24510572385042906,0.24708486068993807,10,64,79,0,,
2026-05-16T01:38:08.690689,clean,naive,{'bins': 10},5,1,4,ok,5,10,0.001158074475824833,0.22569904010742903,0.22770973574370146,10,52,62,0,,
2026-05-16T01:38:09.001653,clean,naive,{'bins': 10},5,2,4,ok,10,15,0.001151522621512413,0.30530149582773447,0.307296653278172,10,25,38,0,,
2026-05-16T01:38:09.266485,clean,naive,{'bins': 10},5,3,4,ok,15,20,0.0011686449870467186,0.2587304199114442,0.26072974503040314,10,67,84,0,,
2026-05-16T01:38:09.556857,clean,naive,{'bins': 10},5,4,4,ok,20,25,0.0011890027672052383,0.28343189787119627,0.28544757328927517,10,58,73,0,,
2026-05-16T01:38:10.031243,clean,naive,{'bins': 10},6,0,4,ok,0,6,0.001344434916973114,0.46471532993018627,0.4670565566048026,10,92,112,0,,
2026-05-16T01:38:10.383800,clean,naive,{'bins': 10},6,1,4,ok,6,12,0.0013538915663957596,0.3451649257913232,0.3474860545247793,10,57,73,0,,
2026-05-16T01:38:10.869498,clean,naive,{'bins': 10},6,2,4,ok,12,18,0.0013675177469849586,0.47820284869521856,0.4805851122364402,10,44,62,0,,
2026-05-16T01:38:11.205631,clean,naive,{'bins': 10},6,3,4,ok,18,24,0.0013894587755203247,0.32964729610830545,0.33201256673783064,10,13,23,0,,
2026-05-16T01:38:11.533361,clean,naive,{'bins': 10},6,4,4,ok,24,30,0.0014265496283769608,0.3202644158154726,0.32265889272093773,10,83,101,0,,
2026-05-16T01:38:11.995314,clean,naive,{'bins': 10},7,0,4,ok,0,7,0.001567373052239418,0.45171411614865065,0.45442753098905087,10,68,86,0,,
2026-05-16T01:38:12.481953,clean,naive,{'bins': 10},7,1,4,ok,7,14,0.001587551087141037,0.47817917354404926,0.48090329952538013,10,48,62,0,,
2026-05-16T01:38:13.093218,clean,naive,{'bins': 10},7,2,4,ok,14,21,0.002039460465312004,0.6021979693323374,0.6054038191214204,10,53,71,0,,
2026-05-16T01:38:13.388758,clean,naive,{'bins': 10},7,3,4,ok,21,28,0.0017658667638897896,0.2867147019132972,0.2895850734785199,10,57,71,0,,
2026-05-16T01:38:13.821952,clean,naive,{'bins': 10},7,4,4,ok,28,35,0.0016906745731830597,0.4250929830595851,0.4278721921145916,10,56,72,0,,
2026-05-16T01:38:14.417829,clean,naive,{'bins': 10},8,0,4,ok,0,8,0.0019969698041677475,0.5840064166113734,0.587274793535471,10,65,85,0,,
2026-05-16T01:38:15.081572,clean,naive,{'bins': 10},8,1,4,ok,8,16,0.0019399933516979218,0.6546423137187958,0.6578572522848845,10,35,51,0,,
2026-05-16T01:38:15.690127,clean,naive,{'bins': 10},8,2,4,ok,16,24,0.0017889104783535004,0.5878571085631847,0.5908725718036294,10,61,82,0,,
2026-05-16T01:38:16.357205,clean,naive,{'bins': 10},8,3,4,ok,24,32,0.0017847921699285507,0.6579244881868362,0.6609357036650181,10,51,74,0,,
2026-05-16T01:38:17.019587,clean,naive,{'bins': 10},8,4,4,ok,32,40,0.0018704533576965332,0.6526209078729153,0.6557548129931092,10,72,91,0,,
2026-05-16T01:38:17.743630,clean,naive,{'bins': 10},9,0,4,ok,0,9,0.00201219879090786,0.7115060687065125,0.7149262418970466,10,62,80,0,,
2026-05-16T01:38:18.649177,clean,naive,{'bins': 10},9,1,4,ok,9,18,0.002019202336668968,0.895516593940556,0.8989221891388297,10,28,44,0,,
2026-05-16T01:38:19.629583,clean,naive,{'bins': 10},9,2,4,ok,18,27,0.002016587182879448,0.969443691894412,0.9728635838255286,10,66,89,0,,
2026-05-16T01:38:20.298892,clean,naive,{'bins': 10},9,3,4,ok,27,36,0.0020165173336863518,0.659007903188467,0.6623840229585767,10,64,85,0,,
2026-05-16T01:38:21.264551,clean,naive,{'bins': 10},9,4,4,ok,36,45,0.002047634683549404,0.9556498490273952,0.9591049263253808,10,36,54,0,,
2026-05-16T01:38:22.165328,clean,naive,{'bins': 10},10,0,4,ok,0,10,0.002363789826631546,0.8877252023667097,0.8915012339130044,10,47,68,0,,
2026-05-16T01:38:22.799282,clean,naive,{'bins': 10},10,1,4,ok,10,20,0.002423752099275589,0.6216737926006317,0.6255503231659532,10,40,57,0,,
2026-05-16T01:38:23.620651,clean,naive,{'bins': 10},10,2,4,ok,20,30,0.0026554157957434654,0.8095699036493897,0.8136995686218143,10,45,65,0,,
2026-05-16T01:38:24.762579,clean,naive,{'bins': 10},10,3,4,ok,30,40,0.0026158317923545837,1.129707450978458,1.13373794965446,10,78,102,0,,
2026-05-16T01:38:25.698627,clean,naive,{'bins': 10},10,4,4,ok,40,50,0.002551732584834099,0.924013327807188,0.9279864393174648,10,39,55,0,,
2026-05-16T01:38:26.761579,clean,naive,{'bins': 10},11,0,4,ok,0,11,0.0026423921808600426,1.047177167609334,1.0513741187751293,10,81,108,0,,
2026-05-16T01:38:27.735975,clean,naive,{'bins': 10},11,1,4,ok,11,22,0.002668691799044609,0.9603863013908267,0.9646615907549858,10,73,98,0,,
