dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-40t-sax-s5-w48,10000,1440,23.449785704264873,2.233047738864049,22.313203552777775,1.7517142651814188,1.1365821514870973,1.5045378114478114,97.97629068462402,0.9935791500499541,0.9934687127770246,0.00011043727292947558,11.491334861111111,0.1296845031271717
test-40t-sax-s5-w48,10000,1440,23.64128714470284,2.0624614152772125,22.313203552777775,1.7517142651814188,1.3280835919250649,1.5362165725452197,99.05523255813954,0.9913645978038436,0.9934687127770246,0.0021041149731810815,9.451717638888889,0.06964371091035441
