dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-20t-sax-s15-w48,10000,1440,23.449785704264873,2.233047738864049,24.13389672083333,2.3042783260416404,0.6841110165684583,0.7116807332070704,76.95531705948373,0.9935791500499541,0.9950619781785702,0.0014828281286161094,2.8861990277777783,0.15132856150104243
test-20t-sax-s15-w48,10000,1440,23.64128714470284,2.0624614152772125,24.13389672083333,2.3042783260416404,0.4926095761304907,0.6926954870478033,83.24854651162791,0.9913645978038436,0.9950619781785702,0.0036973803747266665,6.9601652777777785,0.08984023627519112
