dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-1t-sax-s5-w48,10000,1440,23.449785704264873,2.233047738864049,21.73572304861111,1.3807553429286725,1.7140626556537626,1.9068082957070707,50.85402637485971,0.9935791500499541,0.9907957397912242,0.002783410258729968,10.72200208333333,0.11761751216122311
test-1t-sax-s5-w48,10000,1440,23.64128714470284,2.0624614152772125,21.73572304861111,1.3807553429286725,1.9055640960917302,1.9649354373708012,45.11466408268734,0.9913645978038436,0.9907957397912242,0.0005688580126194109,6.8854976388888876,0.05847456567060457
