Method,train_real_mean,train_sim_mean,train_real_std,train_sim_std,train_rmse,train_mean_error,train_variance_error,train_coverage,train_acf_rmse,train_psd_rmse,test_real_mean,test_sim_mean,test_real_std,test_sim_std,test_rmse,test_mean_error,test_variance_error,test_coverage,test_acf_rmse,test_psd_rmse,test_rmse_diff,test_real_mean_diff,test_sim_mean_diff,test_real_std_diff,test_sim_std_diff,test_mean_error_diff,test_variance_error_diff,test_coverage_diff,test_acf_rmse_diff,test_psd_rmse_diff
SAX w48,23.44978570426487,21.355114062501208,0.3966632289509738,0.248784886967866,2.1611178299425635,2.094671641763664,1.701091676771029,29.485830527497193,0.5165066048022553,476.0613101764706,23.641287144702844,21.355114062501208,0.4107520561793073,0.248784886967866,2.3598782599556216,2.2861730822016364,1.3873658095014616,23.02567829457364,0.4981480060661395,410.7039695910318,0.1987604300130581,0.19150144043797468,0.0,0.014088827228333545,0.0,0.19150144043797246,-0.3137258672695673,-6.4601522329235515,-0.018358598736115783,-65.3573405854388
