dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-10t-naiv-s5,10000,1440,23.449785704264873,2.233047738864049,25.215061370833332,3.502517060639211,1.76527566656846,0.47787089786756454,0.0,85.89015151515152,0.9935791500499541,0.9943591696800562,0.0007800196301021023,38.46504881944445,0.2048086865879083
test-10t-naiv-s5,10000,1440,23.64128714470284,2.0624614152772125,25.215061370833332,3.502517060639211,1.5737742261304923,0.46844810077519383,0.0,89.77713178294574,0.9913645978038436,0.9943591696800562,0.0029945718762126594,16.230696041666665,0.14244725503822095
