dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-30t-naiv-s15,10000,1440,23.449785704264873,2.233047738864049,24.67879955277778,2.5092441226123032,1.2290138485129063,0.2869998035914702,0.0,98.60058922558923,0.9935791500499541,0.9910506568761696,0.002528493173784563,13.786308680555557,0.12961146629603895
test-30t-naiv-s15,10000,1440,23.64128714470284,2.0624614152772125,24.67879955277778,2.5092441226123032,1.0375124080749387,0.2955449612403101,0.0,97.92474160206717,0.9913645978038436,0.9910506568761696,0.0003139409276740057,3.5530247916666684,0.06975552466990964
