dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-30t-naiv-s10,10000,1440,23.449785704264873,2.233047738864049,24.55934748263889,2.7083450439877157,1.1095617783740188,0.28113907617845113,0.0,96.67508417508418,0.9935791500499541,0.9943778457178738,0.0007986956679196799,29.08971333333334,0.16007790132036143
test-30t-naiv-s10,10000,1440,23.64128714470284,2.0624614152772125,24.55934748263889,2.7083450439877157,0.9180603379360512,0.2786041182170542,0.0,96.49547803617571,0.9913645978038436,0.9943778457178738,0.003013247914030237,11.37511388888889,0.10058999305072967
