dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-10t-naiv-s15,10000,1440,23.449785704264873,2.233047738864049,25.94194833472222,2.7185192267603866,2.492162630457347,0.58877270342312,0.0,85.89015151515152,0.9935791500499541,0.9837570127316722,0.009822137318281965,17.57293513888889,0.13488783877692848
test-10t-naiv-s15,10000,1440,23.64128714470284,2.0624614152772125,25.94194833472222,2.7185192267603866,2.3006611900193796,0.5793499063307495,0.0,89.77713178294574,0.9913645978038436,0.9837570127316722,0.007607585072171408,6.544124861111115,0.07479145239749824
