dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-40t-naiv-s10,10000,1440,23.449785704264873,2.233047738864049,24.116874670833333,2.5189761172119742,0.6670889665684605,0.2376271731200898,0.0,96.67508417508418,0.9935791500499541,0.9951099827128568,0.0015308326629026592,29.43361375,0.1355653926337735
test-40t-naiv-s10,10000,1440,23.64128714470284,2.0624614152772125,24.116874670833333,2.5189761172119742,0.47558752613049293,0.20530646156330745,0.0,96.49547803617571,0.9913645978038436,0.9951099827128568,0.0037453849090132163,10.22448972222222,0.07728054204308546
