dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-1t-naiv-s5,10000,1440,23.449785704264873,2.233047738864049,21.981336243750007,1.3658550446306217,1.468449460514865,0.4651199494949495,0.0,39.51143378226711,0.9935791500499541,0.9946913998861288,0.0011122498361746391,14.206954166666664,0.12636261292564283
test-1t-naiv-s5,10000,1440,23.64128714470284,2.0624614152772125,21.981336243750007,1.3658550446306217,1.6599509009528326,0.5145752583979328,0.0,38.327680878552975,0.9913645978038436,0.9946913998861288,0.0033268020822851962,7.596886666666664,0.06687331480194579
