dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,ks_stat,ks_pvalue,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-50t-naiv-s5,10000,1440,23.449785704264873,2.233047738864049,23.441413041666664,2.7026810892970996,0.008372662598208791,0.3080817094556678,0.0,85.89015151515152,0.9935791500499541,0.9954404226765852,0.0018612726266310498,9.173073124999998,0.12698408617095208
test-50t-naiv-s5,10000,1440,23.64128714470284,2.0624614152772125,23.441413041666664,2.7026810892970996,0.19987410303617636,0.346365059754522,0.0,89.77713178294574,0.9913645978038436,0.9954404226765852,0.004075824872741607,6.016954652777775,0.06667824878387768
