dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-50t-naiv-s5,10000,288,23.44978570426487,0.3966632289509738,23.437151024304317,0.9400967965945746,0.6361175470329015,83.67003367003367,0.4553918436386486,0.9787220000584345,1015.5131315802726,0.8798285504964172
test-50t-naiv-s5,10000,288,23.641287144702844,0.4107520561793073,23.437151024304317,0.9400967965945746,0.5299808458497048,87.3546511627907,0.5796071541680998,0.8773623110395623,1101.2605072623478,0.8093298892719106
