dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-10t-naiv-s15,10000,288,23.44978570426487,0.3966632289509738,25.93963303819531,0.565850522653655,2.5128666097442163,84.64330808080808,0.30946037114906894,0.7935486914809753,578.5806730332574,2.5613034889459794
test-10t-naiv-s15,10000,288,23.641287144702844,0.4107520561793073,25.93963303819531,0.565850522653655,2.3229820323814394,88.66682816537468,0.47263780376835274,0.7687672924119646,509.503358758314,2.368092663103249
