dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-1t-naiv-s15,10000,288,23.44978570426487,0.3966632289509738,21.59770562499787,0.24108042900878573,1.8520800792669965,31.614758698092032,2.4416691733893052,0.9675768150543119,475.2515527570733,1.871827401275172
test-1t-naiv-s15,10000,288,23.641287144702844,0.4107520561793073,21.59770562499787,0.24108042900878573,2.0435815197049694,28.43184754521964,1.9866434688249666,0.8759189893737404,402.5826608181232,2.0611464147327405
