dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-1t-naiv-s10,10000,288,23.44978570426487,0.3966632289509738,21.934030430559094,0.7206050100147532,1.5273003336100248,5.732673961840629,3.916074875821751,0.6082802574680769,175.02629537143343,1.5986791267738454
test-1t-naiv-s10,10000,288,23.641287144702844,0.4107520561793073,21.934030430559094,0.7206050100147532,1.7084811169213576,5.959302325581396,3.310204830828821,0.5857292869133166,245.70839912122307,1.7900485945776088
