run_id,NR_POS,NR_NEG,TP,FP,TN,FN,precision,recall,f1,PAR,NAR,FP_indices
1beat-A-9trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-10trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-11trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-12trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-13trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-14trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-15trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-16trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-17trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-18trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-19trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-20trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-21trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-22trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-23trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-24trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-25trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-26trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-27trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-28trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-29trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-30trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-31trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-32trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-33trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-34trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
1beat-A-35trace-s15-skipmin4-skipmax4-k4,682,682,0,0,682,682,0.0000,0.0000,0.0000,0.0000,0.0000,[]
