dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-10t-sax-s10-w48,23.449785704264873,2.2330281588843137,21.366003142857146,19.799999999999994,21.952857142857145,0.5684017115600448,0.0,0.0
test-10t-sax-s10-w48,23.64128714470284,2.062419779250212,21.366003142857146,19.799999999999994,21.952857142857145,0.6508096899224807,0.0,71.42857142857143
