dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-30t-sax-s10-w48,23.449785704264873,2.2330281588843137,21.58391680042804,19.586666666666662,23.256666666666664,0.4997990370532505,0.0,0.0
test-30t-sax-s10-w48,23.64128714470284,2.062419779250212,21.58391680042804,19.586666666666662,23.256666666666664,0.5820104437559364,0.0,83.33333333333334
