dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-40t-persist-s10,10000,1440,23.449785704264873,2.233047738864049,24.100187479166667,2.0773504715550444,0.6504017749017947,0.7223163579545456,96.97320426487093,0.9935791500499541,0.9934956109795566,8.353907039748698e-05,7.505602708333333,0.12341619179986106
test-40t-persist-s10,10000,1440,23.64128714470284,2.0624614152772125,24.100187479166667,2.0773504715550444,0.45890033446382716,0.6583996469638242,96.58430232558139,0.9913645978038436,0.9934956109795566,0.00213101317571307,3.446690208333334,0.06416164002779708
