dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-20t-persist-s15,10000,1440,23.449785704264873,2.233047738864049,25.39892962152778,2.125843455070072,1.9491439172629086,1.9492176292999437,91.543911335578,0.9935791500499541,0.9883506570132516,0.005228493036702475,21.550872777777787,0.15244649061848511
test-20t-persist-s15,10000,1440,23.64128714470284,2.0624614152772125,25.39892962152778,2.125843455070072,1.757642476824941,1.7576424768249357,95.06217700258398,0.9913645978038436,0.9883506570132516,0.003013940790591918,11.561213472222228,0.0916646282140375
