dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-20t-persist-s5,10000,1440,23.449785704264873,2.233047738864049,24.33330375,2.772199171041399,0.8835180457351264,1.643281544093715,59.62577160493827,0.9935791500499541,0.994626865572681,0.0010477155227268664,27.299855694444442,0.1664725503822099
test-20t-persist-s5,10000,1440,23.64128714470284,2.0624614152772125,24.33330375,2.772199171041399,0.6920166052971588,1.628373780264858,68.38259043927648,0.9913645978038436,0.994626865572681,0.0032622677688374235,12.531470416666666,0.10490430854760248
