dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-1t-persist-s15,10000,1440,23.449785704264873,2.233047738864049,22.339999999999996,3.552713802158621e-15,1.1097857042648762,2.0579871632996634,0.0,0.9935791500499541,1.0,0.0064208499500458815,8.888109583333334,0.1158540653231411
test-1t-persist-s15,10000,1440,23.64128714470284,2.0624614152772125,22.339999999999996,3.552713802158621e-15,1.3012871447028438,2.020348837209302,0.0,0.9913645978038436,1.0,0.008635402196156439,6.452565416666668,0.056287213342599014
