dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,wasserstein_dist,coverage,real_acf,sim_acf,acf_error,trajectory_mse,trend_error
train-1t-persist-s5,10000,1440,23.449785704264873,2.233047738864049,22.48,0.0,0.9697857042648721,2.0259809904601567,0.0,0.9935791500499541,1.0,0.0064208499500458815,8.63202236111111,0.1158540653231411
test-1t-persist-s5,10000,1440,23.64128714470284,2.0624614152772125,22.48,0.0,1.1612871447028397,1.9658018410852711,0.0,0.9913645978038436,1.0,0.008635402196156439,5.959053749999998,0.056287213342599014
