dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-50t-sax-s5-w48,23.449785704264873,2.2330281588843137,22.773354171252475,20.369999999999997,26.174,0.2765459019166646,0.0,80.0
test-50t-sax-s5-w48,23.64128714470284,2.062419779250212,22.773354171252475,20.369999999999997,26.174,0.3211020919966032,0.0,80.0
