dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-50t-sax-s15-w48,23.449785704264873,2.2330281588843137,24.30383951954069,20.941666666666666,27.501666666666665,0.22313943219462962,0.0,91.66666666666666
test-50t-sax-s15-w48,23.64128714470284,2.062419779250212,24.30383951954069,20.941666666666666,27.501666666666665,0.19446448538000743,0.0,75.0
