dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-50t-sax-s15-w24,23.449785704264873,2.2330281588843137,24.283559963840897,20.731999999999992,27.256000000000007,0.2241084001931732,0.0,90.0
test-50t-sax-s15-w24,23.64128714470284,2.062419779250212,24.283559963840897,20.731999999999992,27.256000000000007,0.18317642199320427,0.0,70.0
