timestamp,dataset,method,params,trace_count,repeat,runtime_seconds,actual_bins,tag_k
2026-05-12T18:13:38.144591,clean,naive,{'bins': 10},1,0,0.004546699929051101,10,2
2026-05-12T18:13:38.149073,clean,naive,{'bins': 10},1,1,0.004098600009456277,10,2
2026-05-12T18:13:38.153461,clean,naive,{'bins': 10},1,2,0.004037000006064773,10,2
2026-05-12T18:13:38.166466,clean,naive,{'bins': 10},2,0,0.011225800029933453,10,2
2026-05-12T18:13:38.177909,clean,naive,{'bins': 10},2,1,0.011038199998438358,10,2
2026-05-12T18:13:38.189150,clean,naive,{'bins': 10},2,2,0.010891699930652976,10,2
2026-05-12T18:13:38.222200,clean,naive,{'bins': 10},3,0,0.031265500001609325,10,2
2026-05-12T18:13:38.253832,clean,naive,{'bins': 10},3,1,0.03102170000784099,10,2
2026-05-12T18:13:38.285391,clean,naive,{'bins': 10},3,2,0.031105399946682155,10,2
2026-05-12T18:13:38.340515,clean,naive,{'bins': 10},4,0,0.05302069999743253,10,2
2026-05-12T18:13:38.394810,clean,naive,{'bins': 10},4,1,0.05375530000310391,10,2
2026-05-12T18:13:38.449178,clean,naive,{'bins': 10},4,2,0.053878899896517396,10,2
2026-05-12T18:13:38.518584,clean,naive,{'bins': 10},5,0,0.06709819997195154,10,2
2026-05-12T18:13:38.586869,clean,naive,{'bins': 10},5,1,0.06780960003379732,10,2
2026-05-12T18:13:38.654209,clean,naive,{'bins': 10},5,2,0.06683959998190403,10,2
2026-05-12T18:13:38.742778,clean,naive,{'bins': 10},6,0,0.0859179999679327,10,2
2026-05-12T18:13:38.826830,clean,naive,{'bins': 10},6,1,0.08357449993491173,10,2
2026-05-12T18:13:38.911455,clean,naive,{'bins': 10},6,2,0.08412999997381121,10,2
2026-05-12T18:13:39.017034,clean,naive,{'bins': 10},7,0,0.10262830008286983,10,2
2026-05-12T18:13:39.113313,clean,naive,{'bins': 10},7,1,0.09583229990676045,10,2
2026-05-12T18:13:39.212066,clean,naive,{'bins': 10},7,2,0.09826749993953854,10,2
2026-05-12T18:13:39.351883,clean,naive,{'bins': 10},8,0,0.13645120000001043,10,2
2026-05-12T18:13:39.491306,clean,naive,{'bins': 10},8,1,0.1388617999618873,10,2
2026-05-12T18:13:39.630504,clean,naive,{'bins': 10},8,2,0.13868009997531772,10,2
2026-05-12T18:13:39.798780,clean,naive,{'bins': 10},9,0,0.16505070007406175,10,2
2026-05-12T18:13:39.964602,clean,naive,{'bins': 10},9,1,0.1653327998938039,10,2
2026-05-12T18:13:40.127151,clean,naive,{'bins': 10},9,2,0.16207580000627786,10,2
2026-05-12T18:13:40.318274,clean,naive,{'bins': 10},10,0,0.1878270999295637,10,2
2026-05-12T18:13:40.508899,clean,naive,{'bins': 10},10,1,0.19013170001562685,10,2
2026-05-12T18:13:40.696333,clean,naive,{'bins': 10},10,2,0.18696019996423274,10,2
2026-05-12T18:13:40.909167,clean,naive,{'bins': 10},11,0,0.20926070003770292,10,2
2026-05-12T18:13:41.116904,clean,naive,{'bins': 10},11,1,0.20724230003543198,10,2
2026-05-12T18:13:41.321905,clean,naive,{'bins': 10},11,2,0.204520900035277,10,2
2026-05-12T18:13:41.554104,clean,naive,{'bins': 10},12,0,0.22841520002111793,10,2
2026-05-12T18:13:41.784726,clean,naive,{'bins': 10},12,1,0.2300816000206396,10,2
2026-05-12T18:13:42.012081,clean,naive,{'bins': 10},12,2,0.22688029997516423,10,2
2026-05-12T18:13:42.316858,clean,naive,{'bins': 10},13,0,0.3005123999901116,10,2
2026-05-12T18:13:42.612770,clean,naive,{'bins': 10},13,1,0.2954152000602335,10,2
2026-05-12T18:13:42.907607,clean,naive,{'bins': 10},13,2,0.294323300011456,10,2
2026-05-12T18:13:43.265838,clean,naive,{'bins': 10},14,0,0.35356489999685436,10,2
2026-05-12T18:13:43.612535,clean,naive,{'bins': 10},14,1,0.34621420002076775,10,2
2026-05-12T18:13:43.958136,clean,naive,{'bins': 10},14,2,0.34512299997732043,10,2
2026-05-12T18:13:44.330384,clean,naive,{'bins': 10},15,0,0.3673916000407189,10,2
2026-05-12T18:13:44.697558,clean,naive,{'bins': 10},15,1,0.36668550001922995,10,2
2026-05-12T18:13:45.059176,clean,naive,{'bins': 10},15,2,0.3611318999901414,10,2
2026-05-12T18:13:45.511456,clean,naive,{'bins': 10},16,0,0.44762669992633164,10,2
2026-05-12T18:13:45.955529,clean,naive,{'bins': 10},16,1,0.4435954000800848,10,2
2026-05-12T18:13:46.394806,clean,naive,{'bins': 10},16,2,0.4387787999585271,10,2
2026-05-12T18:13:46.922784,clean,naive,{'bins': 10},17,0,0.522953600040637,10,2
2026-05-12T18:13:47.395361,clean,naive,{'bins': 10},17,1,0.47209339996334165,10,2
2026-05-12T18:13:47.870153,clean,naive,{'bins': 10},17,2,0.47431029996369034,10,2
2026-05-12T18:13:48.424496,clean,naive,{'bins': 10},18,0,0.5490367999300361,10,2
2026-05-12T18:13:48.969930,clean,naive,{'bins': 10},18,1,0.5449456999776885,10,2
2026-05-12T18:13:49.517561,clean,naive,{'bins': 10},18,2,0.5471297999611124,10,2
2026-05-12T18:13:50.022651,clean,naive,{'bins': 10},19,0,0.4997906999196857,10,2
2026-05-12T18:13:50.514511,clean,naive,{'bins': 10},19,1,0.4913723000790924,10,2
2026-05-12T18:13:51.011423,clean,naive,{'bins': 10},19,2,0.4964230000041425,10,2
2026-05-12T18:13:51.563970,clean,naive,{'bins': 10},20,0,0.5469949999824166,10,2
2026-05-12T18:13:52.099204,clean,naive,{'bins': 10},20,1,0.5347699000267312,10,2
2026-05-12T18:13:52.642923,clean,naive,{'bins': 10},20,2,0.5432372000068426,10,2
2026-05-12T18:13:53.210043,clean,naive,{'bins': 10},21,0,0.561126200016588,10,2
2026-05-12T18:13:53.769498,clean,naive,{'bins': 10},21,1,0.5589361999882385,10,2
2026-05-12T18:13:54.326690,clean,naive,{'bins': 10},21,2,0.5565479999640957,10,2
2026-05-12T18:13:54.944386,clean,naive,{'bins': 10},22,0,0.6114667999790981,10,2
2026-05-12T18:13:55.598591,clean,naive,{'bins': 10},22,1,0.6536765000782907,10,2
2026-05-12T18:13:56.205347,clean,naive,{'bins': 10},22,2,0.6062797999475151,10,2
2026-05-12T18:13:56.861542,clean,naive,{'bins': 10},23,0,0.6500268999952823,10,2
2026-05-12T18:13:57.501375,clean,naive,{'bins': 10},23,1,0.6393248999956995,10,2
2026-05-12T18:13:58.137953,clean,naive,{'bins': 10},23,2,0.6360765000572428,10,2
2026-05-12T18:13:58.849025,clean,naive,{'bins': 10},24,0,0.7045817000325769,10,2
2026-05-12T18:13:59.549938,clean,naive,{'bins': 10},24,1,0.700415600091219,10,2
2026-05-12T18:14:00.253384,clean,naive,{'bins': 10},24,2,0.7029539999784902,10,2
2026-05-12T18:14:01.061243,clean,naive,{'bins': 10},25,0,0.8008961000014096,10,2
2026-05-12T18:14:01.831546,clean,naive,{'bins': 10},25,1,0.7698064000578597,10,2
2026-05-12T18:14:02.602381,clean,naive,{'bins': 10},25,2,0.7703564000548795,10,2
2026-05-12T18:14:02.613156,clean,sax,"{'w': 288, 'bins': 10}",1,0,0.00522409996483475,10,2
2026-05-12T18:14:02.618099,clean,sax,"{'w': 288, 'bins': 10}",1,1,0.004585299990139902,10,2
2026-05-12T18:14:02.622984,clean,sax,"{'w': 288, 'bins': 10}",1,2,0.004537499975413084,10,2
2026-05-12T18:14:02.650138,clean,sax,"{'w': 288, 'bins': 10}",2,0,0.02056919992901385,10,2
