timestamp,dataset,method,params,trace_count,repeat,tag_k,disc_time,learn_time,total_time,actual_bins,n_states,n_edges,n_inconsistencies
2026-05-15T00:28:25.585492,clean,naive,{'bins': 10},1,0,2,0.0004594530910253525,0.008815430104732513,0.009572882205247879,10,18,22,0
2026-05-15T00:28:25.596861,clean,naive,{'bins': 10},1,1,2,0.00033192243427038193,0.00798607338219881,0.008574157021939754,10,18,22,0
2026-05-15T00:28:25.607177,clean,naive,{'bins': 10},1,2,2,0.00030337926000356674,0.007867200300097466,0.008452017791569233,10,18,22,0
2026-05-15T00:28:25.617026,clean,naive,{'bins': 10},1,3,2,0.0003061732277274132,0.0079406863078475,0.008496289141476154,10,18,22,0
2026-05-15T00:28:25.626668,clean,naive,{'bins': 10},1,4,2,0.00030858907848596573,0.007804040797054768,0.008366195484995842,10,18,22,0
2026-05-15T00:28:25.666760,clean,naive,{'bins': 10},2,0,2,0.0005297539755702019,0.03610870894044638,0.03731826972216368,10,24,32,0
2026-05-15T00:28:25.705010,clean,naive,{'bins': 10},2,1,2,0.000539763830602169,0.03559486381709576,0.036526854149997234,10,24,32,0
2026-05-15T00:28:25.744099,clean,naive,{'bins': 10},2,2,2,0.0005657020956277847,0.035741268657147884,0.036703335121273994,10,24,32,0
2026-05-15T00:28:25.782495,clean,naive,{'bins': 10},2,3,2,0.000538981519639492,0.03570017218589783,0.03663218207657337,10,24,32,0
2026-05-15T00:28:25.821301,clean,naive,{'bins': 10},2,4,2,0.000551074743270874,0.03605963476002216,0.03700223471969366,10,24,32,0
2026-05-15T00:28:25.878369,clean,naive,{'bins': 10},3,0,2,0.0007722992449998856,0.05260503850877285,0.05391277279704809,10,12,20,0
2026-05-15T00:28:25.934098,clean,naive,{'bins': 10},3,1,2,0.0007796939462423325,0.052119266241788864,0.05344370286911726,10,12,20,0
2026-05-15T00:28:25.990305,clean,naive,{'bins': 10},3,2,2,0.0007705362513661385,0.05256620515137911,0.0538743706420064,10,12,20,0
2026-05-15T00:28:26.045603,clean,naive,{'bins': 10},3,3,2,0.000759907066822052,0.051634857431054115,0.052937062457203865,10,12,20,0
2026-05-15T00:28:26.101158,clean,naive,{'bins': 10},3,4,2,0.0007700249552726746,0.05185232404619455,0.05316372588276863,10,12,20,0
2026-05-15T00:28:26.194497,clean,naive,{'bins': 10},4,0,2,0.0009867716580629349,0.08831703197211027,0.08998729754239321,10,16,29,0
