dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-20t-sax-s5-w48,23.449785704264873,2.2330281588843137,21.13311297640653,20.369999999999997,21.853999999999996,0.6111288449121177,0.0,0.0
test-20t-sax-s5-w48,23.64128714470284,2.062419779250212,21.13311297640653,20.369999999999997,21.853999999999996,0.6936477516800555,0.0,40.0
