#### Simulations (10000)
# temp #1
0.0,2087.0
51171.01612749976,2087.0
51171.01612749976,2366.0
76315.41944069324,2366.0
76315.41944069324,2646.0
86400.0,2646.0
# temp #2
0.0,2087.0
9312.015311792495,2087.0
9312.015311792495,2646.0
39090.0905144401,2646.0
39090.0905144401,2366.0
42562.850008858375,2366.0
42562.850008858375,2646.0
42977.176950057044,2646.0
42977.176950057044,2366.0
45145.9661967354,2366.0
45145.9661967354,2646.0
53751.83242501227,2646.0
53751.83242501227,2366.0
58210.69631322754,2366.0
58210.69631322754,2646.0
66618.90492739623,2646.0
66618.90492739623,2366.0
75590.2669618372,2366.0
75590.2669618372,2646.0
85528.3035749104,2646.0
85528.3035749104,2366.0
86400.000002,2366.0
# temp #3
0.0,2087.0
26776.031833514575,2087.0
26776.031833514575,2646.0
65709.05679138379,2646.0
65709.05679138379,2366.0
73019.54303914683,2366.0
73019.54303914683,2646.0
86400.000002,2646.0
# temp #4
0.0,2087.0
86400.0,2087.0
# temp #5
0.0,2087.0
12421.222709049473,2087.0
12421.222709049473,2925.0
43086.34989985731,2925.0
43086.34989985731,2646.0
68797.34892386479,2646.0
68797.34892386479,2925.0
86400.000002,2925.0
# temp #6
0.0,2087.0
38837.857724167414,2087.0
38837.857724167414,2646.0
44209.61697734893,2646.0
44209.61697734893,2366.0
50959.4351040898,2366.0
50959.4351040898,2646.0
86313.02401344293,2646.0
86313.02401344293,2366.0
86400.000002,2366.0
# temp #7
0.0,2087.0
34261.978401616216,2087.0
34261.978401616216,2366.0
45161.83571917936,2366.0
45161.83571917936,2646.0
66615.91644622386,2646.0
66615.91644622386,2366.0
86400.0,2366.0
# temp #8
0.0,2087.0
13107.573128887454,2087.0
13107.573128887454,2925.0
22349.82780204155,2925.0
22349.82780204155,2646.0
30205.528953624893,2646.0
30205.528953624893,2366.0
37991.92177047954,2366.0
37991.92177047954,2646.0
76026.3580278028,2646.0
76026.3580278028,2366.0
78356.9150711177,2366.0
78356.9150711177,2646.0
79306.448994088,2646.0
79306.448994088,2925.0
86400.0,2925.0
# temp #9
0.0,2087.0
7011.599285714329,2087.0
7011.599285714329,2646.0
54322.92197188363,2646.0
54322.92197188363,2366.0
64367.84082131927,2366.0
64367.84082131927,2646.0
86400.000002,2646.0
# temp #10
0.0,2087.0
58703.89600396157,2087.0
58703.89600396157,2646.0
65256.45926054568,2646.0
65256.45926054568,2925.0
67608.48534246908,2925.0
67608.48534246908,2646.0
71172.63267827222,2646.0
71172.63267827222,2366.0
86400.000002,2366.0
# temp #11
0.0,2087.0
25718.38567906525,2087.0
25718.38567906525,2366.0
31805.58471379336,2366.0
31805.58471379336,2087.0
46359.62510195095,2087.0
46359.62510195095,2366.0
56758.023464307196,2366.0
56758.023464307196,2087.0
72453.05136814713,2087.0
72453.05136814713,2366.0
75474.99092915097,2366.0
75474.99092915097,2087.0
86400.000002,2087.0
# temp #12
0.0,2087.0
27243.10491755605,2087.0
27243.10491755605,2646.0
72848.82444888355,2646.0
72848.82444888355,2366.0
86400.000002,2366.0
# temp #13
0.0,2087.0
86400.000002,2087.0
# temp #14
0.0,2087.0
8160.698883980514,2087.0
8160.698883980514,2646.0
47650.23291064427,2646.0
47650.23291064427,2366.0
