timestamp,dataset,method,params,trace_count,repeat,tag_k,disc_time,learn_time,total_time,actual_bins,n_states,n_edges,n_inconsistencies
2026-05-15T00:04:34.199594,clean,naive,{'bins': 5},1,0,2,0.00038350000977516174,0.0024302825331687927,0.0031425897032022476,5,8,9,0
2026-05-15T00:04:34.204165,clean,naive,{'bins': 5},1,1,2,0.0003593750298023224,0.002029639668762684,0.002612173557281494,5,8,9,0
2026-05-15T00:04:34.207894,clean,naive,{'bins': 5},1,2,2,0.0002955356612801552,0.0020338986068964005,0.002546190284192562,5,8,9,0
2026-05-15T00:04:34.211369,clean,naive,{'bins': 5},1,3,2,0.0003017568960785866,0.0020255427807569504,0.0025411508977413177,5,8,9,0
2026-05-15T00:04:34.214713,clean,naive,{'bins': 5},1,4,2,0.0002997731789946556,0.0019867094233632088,0.0025027887895703316,5,8,9,0
2026-05-15T00:04:34.229188,clean,naive,{'bins': 5},2,0,2,0.000617489218711853,0.01173058245331049,0.012676598504185677,5,18,20,0
2026-05-15T00:04:34.242660,clean,naive,{'bins': 5},2,1,2,0.0006123697385191917,0.01150108128786087,0.012468136847019196,5,18,20,0
2026-05-15T00:04:34.256274,clean,naive,{'bins': 5},2,2,2,0.0005376487970352173,0.011612150818109512,0.012480540201067924,5,18,20,0
2026-05-15T00:04:34.270005,clean,naive,{'bins': 5},2,3,2,0.0005400339141488075,0.011844235472381115,0.01271237526088953,5,18,20,0
2026-05-15T00:04:34.283639,clean,naive,{'bins': 5},2,4,2,0.0005569551140069962,0.01167315524071455,0.012563626281917095,5,18,20,0
2026-05-15T00:04:34.305619,clean,naive,{'bins': 5},3,0,2,0.0007325652986764908,0.01885685045272112,0.020165828056633472,5,15,19,0
2026-05-15T00:04:34.327315,clean,naive,{'bins': 5},3,1,2,0.000768713653087616,0.01920524425804615,0.020423101261258125,5,15,19,0
2026-05-15T00:04:34.349287,clean,naive,{'bins': 5},3,2,2,0.0013854308053851128,0.018522843718528748,0.020513560622930527,5,15,19,0
2026-05-15T00:04:34.370306,clean,naive,{'bins': 5},3,3,2,0.0008337944746017456,0.018523364327847958,0.019817273132503033,5,15,19,0
2026-05-15T00:04:34.390995,clean,naive,{'bins': 5},3,4,2,0.000761399045586586,0.01830345205962658,0.019514544866979122,5,15,19,0
2026-05-15T00:04:34.410356,clean,naive,{'bins': 5},4,0,2,0.0010382290929555893,0.015164057724177837,0.016972322948276997,5,5,9,0
2026-05-15T00:04:34.428422,clean,naive,{'bins': 5},4,1,2,0.000997362658381462,0.015156803652644157,0.016728965565562248,5,5,9,0
2026-05-15T00:04:34.446560,clean,naive,{'bins': 5},4,2,2,0.0009667454287409782,0.015287649817764759,0.01682064775377512,5,5,9,0
2026-05-15T00:04:34.464949,clean,naive,{'bins': 5},4,3,2,0.0009678071364760399,0.01551025826483965,0.017049668356776237,5,5,9,0
2026-05-15T00:04:34.483402,clean,naive,{'bins': 5},4,4,2,0.0012281052768230438,0.015219872817397118,0.017066349275410175,5,5,9,0
2026-05-15T00:04:34.506019,clean,naive,{'bins': 5},5,0,2,0.00117497518658638,0.018513827584683895,0.020371844992041588,5,5,9,0
2026-05-15T00:04:34.528730,clean,naive,{'bins': 5},5,1,2,0.001196124590933323,0.01936633698642254,0.021242438815534115,5,5,9,0
2026-05-15T00:04:34.550763,clean,naive,{'bins': 5},5,2,2,0.0012155519798398018,0.018666583113372326,0.02057498600333929,5,5,9,0
2026-05-15T00:04:34.573091,clean,naive,{'bins': 5},5,3,2,0.0011814683675765991,0.018940959125757217,0.020797324366867542,5,5,9,0
2026-05-15T00:04:34.595133,clean,naive,{'bins': 5},5,4,2,0.0012233275920152664,0.01865788735449314,0.020553266629576683,5,5,9,0
2026-05-15T00:04:34.618866,clean,naive,{'bins': 5},6,0,2,0.0014214487746357918,0.019158316776156425,0.021421064622700214,5,6,9,0
