Method,train_real_mean,train_sim_mean,train_real_std,train_sim_std,train_rmse,train_mean_error,train_variance_error,train_coverage,train_acf_rmse,train_psd_rmse,test_real_mean,test_sim_mean,test_real_std,test_sim_std,test_rmse,test_mean_error,test_variance_error,test_coverage,test_acf_rmse,test_psd_rmse,test_rmse_diff,test_real_mean_diff,test_sim_mean_diff,test_real_std_diff,test_sim_std_diff,test_mean_error_diff,test_variance_error_diff,test_coverage_diff,test_acf_rmse_diff,test_psd_rmse_diff
SAX w48,23.44978570426487,24.128527423610343,0.3966632289509738,1.064344273609101,1.1467861691861987,0.9286945780721398,0.2789752192053943,73.42522446689114,0.8985774756297219,276.7831288968042,23.641287144702844,24.128527423610343,0.4107520561793073,1.064344273609101,1.0185827780094956,0.7387464237723604,0.2851826410716682,79.25952842377261,0.8794358858615141,224.7485394905445,-0.1282033911767031,0.19150144043797468,0.0,0.014088827228333545,0.0,-0.1899481542997794,0.006207421866273877,5.83430395688147,-0.01914158976820779,-52.03458940625973
