dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-20t-persist-s5,10000,288,23.44978570426487,0.3966632289509738,24.3278875000041,1.1382126376407005,1.0770733165010933,56.48498877665544,0.5801571456568149,1.039620908297573,1036.0417561897857,1.2845237583635631
test-20t-persist-s5,10000,288,23.641287144702844,0.4107520561793073,24.3278875000041,1.1382126376407005,0.8912020348861517,64.89825581395348,0.8134056528833686,1.009118137855999,1084.5675265899827,1.118955522750138
