dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-50t-persist-s5,10000,288,23.44978570426487,0.3966632289509738,24.089756250004044,1.0852503583229842,0.882567781988735,55.299523007856344,0.5934447969871063,1.0358478479856326,903.0073463113184,1.0856083572113007
test-50t-persist-s5,10000,288,23.641287144702844,0.4107520561793073,24.089756250004044,1.0852503583229842,0.708857703490442,63.586078811369504,0.8015756398589432,1.0051549850837613,951.4263307655361,0.9428950483644096
