dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-30t-persist-s15,10000,288,23.44978570426487,0.3966632289509738,25.167333927083202,0.44737038160001685,1.7445886824845473,80.6344696969697,0.062452184703002206,0.6279720265064734,495.037723843581,1.831732258664595
test-30t-persist-s15,10000,288,23.641287144702844,0.4107520561793073,25.167333927083202,0.44737038160001685,1.5556926644864228,84.80297157622739,0.0936012795943596,0.7115469415633549,439.2543276531191,1.6447186764555235
