dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-20t-persist-s15,23.449785704264873,2.2330281588843137,25.38911631183469,20.823333333333334,27.7175,0.4115032890829958,0.0,91.66666666666666
test-20t-persist-s15,23.64128714470284,2.062419779250212,25.38911631183469,20.823333333333334,27.7175,0.4089242851179294,0.0,8.333333333333332
