dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-1t-persist-s5,10000,288,23.44978570426487,0.3966632289509738,22.480000000003596,3.5588976933653476e-15,0.9697857042612777,0.0,4.8541352009077565,1.0413628804684727,648.9812022023538,1.0475111951594618
test-1t-persist-s5,10000,288,23.641287144702844,0.4107520561793073,22.480000000003596,3.5588976933653476e-15,1.1612871446992503,0.0,4.1335079640567685,1.0104370759824355,576.4993859727779,1.231551566240243
