dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-1t-persist-s15,10000,288,23.44978570426487,0.3966632289509738,22.339999999997044,3.5588976933653476e-15,1.1097857042678294,0.0,4.854135200910529,1.0413628804684727,648.9812022023538,1.1783122256821847
test-1t-persist-s15,10000,288,23.641287144702844,0.4107520561793073,22.339999999997044,3.5588976933653476e-15,1.301287144705802,0.0,4.133507964059325,1.0104370759824355,576.4993859727779,1.3643605318396002
