timestamp,dataset,method,params,trace_count,repeat,tag_k,status,trace_indices_start,trace_indices_end,disc_time,learn_time,total_time,actual_bins,n_states,n_edges,n_inconsistencies,error_type,error_msg
2026-05-15T23:01:10.787093,clean,naive,{'bins': 10},1,0,2,ok,0,1,0.0005057808011770248,0.008830674923956394,0.009644925594329834,10,18,22,0,,
2026-05-15T23:01:10.800657,clean,naive,{'bins': 10},1,1,2,ok,1,2,0.0004983171820640564,0.010912198573350906,0.011721591465175152,10,15,21,0,,
2026-05-15T23:01:10.813080,clean,naive,{'bins': 10},1,2,2,ok,2,3,0.0004929164424538612,0.009953937493264675,0.010775621980428696,10,17,22,0,,
2026-05-15T23:01:10.825675,clean,naive,{'bins': 10},1,3,2,ok,3,4,0.000483890064060688,0.010200440883636475,0.011028086766600609,10,19,24,0,,
2026-05-15T23:01:10.835724,clean,naive,{'bins': 10},1,4,2,ok,4,5,0.0005011316388845444,0.007855521515011787,0.008660935796797276,10,19,23,0,,
2026-05-15T23:01:10.877442,clean,naive,{'bins': 10},2,0,2,ok,0,2,0.0006607724353671074,0.03596664126962423,0.037173980847001076,10,24,32,0,,
2026-05-15T23:01:10.913757,clean,naive,{'bins': 10},2,1,2,ok,2,4,0.0007490590214729309,0.03305309172719717,0.03425433021038771,10,16,25,0,,
2026-05-15T23:01:10.964977,clean,naive,{'bins': 10},2,2,2,ok,4,6,0.0008383970707654953,0.04772280715405941,0.049106779508292675,10,17,28,0,,
2026-05-15T23:01:11.007533,clean,naive,{'bins': 10},2,3,2,ok,6,8,0.0007353425025939941,0.03925463370978832,0.040528418496251106,10,14,26,0,,
2026-05-15T23:01:11.041597,clean,naive,{'bins': 10},2,4,2,ok,8,10,0.0007719406858086586,0.03080251906067133,0.03207879886031151,10,18,26,0,,
2026-05-15T23:01:11.099551,clean,naive,{'bins': 10},3,0,2,ok,0,3,0.0009062439203262329,0.0520686274394393,0.05361163895577192,10,12,20,0,,
2026-05-15T23:01:11.171652,clean,naive,{'bins': 10},3,1,2,ok,3,6,0.0010202396661043167,0.06802190653979778,0.06965473759919405,10,20,33,0,,
2026-05-15T23:01:11.245486,clean,naive,{'bins': 10},3,2,2,ok,6,9,0.0010367082431912422,0.0686587244272232,0.07034966256469488,10,14,26,0,,
2026-05-15T23:01:11.296568,clean,naive,{'bins': 10},3,3,2,ok,9,12,0.0010202890262007713,0.046974239870905876,0.04859055858105421,10,15,25,0,,
2026-05-15T23:01:11.360090,clean,naive,{'bins': 10},3,4,2,ok,12,15,0.0012530973181128502,0.05839519575238228,0.060466911643743515,10,19,31,0,,
2026-05-15T23:01:11.455495,clean,naive,{'bins': 10},4,0,2,ok,0,4,0.001131928525865078,0.08860185369849205,0.090522525832057,10,16,29,0,,
2026-05-15T23:01:11.584925,clean,naive,{'bins': 10},4,1,2,ok,4,8,0.0013669896870851517,0.12330070976167917,0.12563523929566145,10,29,46,0,,
2026-05-15T23:01:11.670906,clean,naive,{'bins': 10},4,2,2,ok,8,12,0.0012528449296951294,0.08078914415091276,0.08278738148510456,10,18,29,0,,
2026-05-15T23:01:11.780197,clean,naive,{'bins': 10},4,3,2,ok,12,16,0.0013975780457258224,0.10308151040226221,0.10551021806895733,10,30,43,0,,
2026-05-15T23:01:11.858572,clean,naive,{'bins': 10},4,4,2,ok,16,20,0.0012958664447069168,0.07293705828487873,0.07510164752602577,10,21,30,0,,
2026-05-15T23:01:11.989383,clean,naive,{'bins': 10},5,0,2,ok,0,5,0.001603846438229084,0.1222133357077837,0.12522843573242426,10,11,21,0,,
2026-05-15T23:01:12.102459,clean,naive,{'bins': 10},5,1,2,ok,5,10,0.0016113296151161194,0.10637351125478745,0.10911117866635323,10,11,22,0,,
2026-05-15T23:01:12.230242,clean,naive,{'bins': 10},5,2,2,ok,10,15,0.0015586316585540771,0.1209791349247098,0.12364513799548149,10,20,33,0,,
2026-05-15T23:01:12.358596,clean,naive,{'bins': 10},5,3,2,ok,15,20,0.001985623501241207,0.12083316035568714,0.12405522912740707,10,32,45,0,,
2026-05-15T23:01:12.497947,clean,naive,{'bins': 10},5,4,2,ok,20,25,0.0015014931559562683,0.1327235996723175,0.13538384158164263,10,21,31,0,,
2026-05-15T23:01:12.696671,clean,naive,{'bins': 10},6,0,2,ok,0,6,0.0016718637198209763,0.1893782801926136,0.19235125090926886,10,24,38,0,,
2026-05-15T23:01:12.882209,clean,naive,{'bins': 10},6,1,2,ok,6,12,0.0016192356124520302,0.17855282500386238,0.18127892166376114,10,23,36,0,,
2026-05-15T23:01:13.114731,clean,naive,{'bins': 10},6,2,2,ok,12,18,0.0016548512503504753,0.22470587864518166,0.22753493767231703,10,32,49,0,,
2026-05-15T23:01:13.265476,clean,naive,{'bins': 10},6,3,2,ok,18,24,0.0017090030014514923,0.14303136058151722,0.14627091214060783,10,24,37,0,,
2026-05-15T23:01:13.440439,clean,naive,{'bins': 10},6,4,2,ok,24,30,0.0017188414931297302,0.16798911150544882,0.17097592633217573,10,17,31,0,,
2026-05-15T23:01:13.737278,clean,naive,{'bins': 10},7,0,2,ok,0,7,0.00189230777323246,0.2851863941177726,0.2888128226622939,10,24,41,0,,
2026-05-15T23:01:13.947144,clean,naive,{'bins': 10},7,1,2,ok,7,14,0.002319331280887127,0.2005143202841282,0.20432503521442413,10,26,41,0,,
2026-05-15T23:01:14.139808,clean,naive,{'bins': 10},7,2,2,ok,14,21,0.002048460766673088,0.18439261615276337,0.1878572702407837,10,19,30,0,,
2026-05-15T23:01:14.359650,clean,naive,{'bins': 10},7,3,2,ok,21,28,0.00202876515686512,0.21146756689995527,0.21495461370795965,10,10,21,0,,
2026-05-15T23:01:14.559561,clean,naive,{'bins': 10},7,4,2,ok,28,35,0.002048681490123272,0.19216348696500063,0.1956450641155243,10,9,20,0,,
2026-05-15T23:01:14.862882,clean,naive,{'bins': 10},8,0,2,ok,0,8,0.002519107423722744,0.29172622226178646,0.2960235523059964,10,7,16,0,,
2026-05-15T23:01:15.202761,clean,naive,{'bins': 10},8,1,2,ok,8,16,0.002469363622367382,0.3298674011602998,0.33401867654174566,10,18,30,0,,
2026-05-15T23:01:15.408405,clean,naive,{'bins': 10},8,2,2,ok,16,24,0.0022036926820874214,0.19706881046295166,0.2008202038705349,10,8,17,0,,
2026-05-15T23:01:15.632943,clean,naive,{'bins': 10},8,3,2,ok,24,32,0.0022264868021011353,0.2155900076031685,0.21940647438168526,10,20,33,0,,
2026-05-15T23:01:15.882355,clean,naive,{'bins': 10},8,4,2,ok,32,40,0.0022058477625250816,0.24040024168789387,0.2440886665135622,10,17,29,0,,
2026-05-15T23:01:16.234809,clean,naive,{'bins': 10},9,0,2,ok,0,9,0.002329690381884575,0.3409598879516125,0.3449944546446204,10,9,19,0,,
2026-05-15T23:01:16.614563,clean,naive,{'bins': 10},9,1,2,ok,9,18,0.0024504484608769417,0.367868235334754,0.37210052367299795,10,15,25,0,,
2026-05-15T23:01:16.898393,clean,naive,{'bins': 10},9,2,2,ok,18,27,0.003973511978983879,0.2709384635090828,0.2770667467266321,10,13,25,0,,
2026-05-15T23:01:17.232482,clean,naive,{'bins': 10},9,3,2,ok,27,36,0.002623452804982662,0.3231562515720725,0.3276787558570504,10,33,51,0,,
2026-05-15T23:01:17.548163,clean,naive,{'bins': 10},9,4,2,ok,36,45,0.002657516859471798,0.3048914968967438,0.3093753382563591,10,18,31,0,,
2026-05-15T23:01:18.010205,clean,naive,{'bins': 10},10,0,2,ok,0,10,0.002917114645242691,0.44840584695339203,0.4531756052747369,10,9,19,0,,
