dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-1t-sax-s10-w24,23.449785704264873,2.2330281588843137,22.01888888888889,22.018888888888892,22.018888888888892,0.5202721661054994,0.0,0.0
test-1t-sax-s10-w24,23.64128714470284,2.062419779250212,22.01888888888889,22.018888888888892,22.018888888888892,0.5902374031007752,0.0,0.0
