dataset,real_mean,real_std,sim_mean,ci_low,ci_high,ks_stat,ks_pvalue,coverage
train-40t-sax-s10-w48,23.449785704264873,2.2330281588843137,22.224058947368423,19.449999999999996,25.185714285714287,0.3277759255039957,0.0,85.71428571428571
test-40t-sax-s10-w48,23.64128714470284,2.062419779250212,22.224058947368423,19.449999999999996,25.185714285714287,0.3977411624992715,0.0,85.71428571428571
