dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-10t-sax-s5-w48,10000,288,23.44978570426487,0.3966632289509738,21.4006189930587,0.3972969722011252,2.0491667112061687,37.442129629629626,1.044351986222328,0.8782241691638106,380.1167547626383,2.153151835262081
test-10t-sax-s5-w48,10000,288,23.641287144702844,0.4107520561793073,21.4006189930587,0.3972969722011252,2.240668151644141,29.88533591731266,0.8235605180634615,0.8671441113047595,312.90102286558283,2.35261973278441
