dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-10t-sax-s15-w24,10000,288,23.44978570426487,0.3966632289509738,24.287116923610025,1.2139422947885155,1.1824078392951942,67.77497194163861,0.630722792806349,0.8843737589869828,170.28747579233044,1.3622074392486945
test-10t-sax-s15-w24,10000,288,23.641287144702844,0.4107520561793073,24.287116923610025,1.2139422947885155,1.0036683124994903,74.23288113695091,0.6947111824273126,0.8602200002065202,159.45761359175992,1.208491756068812
