dataset,traces,symbols,real_mean,real_std,sim_mean,sim_std,mean_error,coverage,variance_error,acf_rmse,psd_rmse,rmse
train-10t-sax-s10-w24,10000,288,23.44978570426487,0.3966632289509738,21.468614340279228,0.3428601581342435,1.9811713639856414,26.82730078563412,2.0906569398860833,0.3845788326163221,181.24989695444097,2.0470260522487713
test-10t-sax-s10-w24,10000,288,23.641287144702844,0.4107520561793073,21.468614340279228,0.3428601581342435,2.172672804423614,20.51033591731266,1.7510282624019955,0.45046329300627097,279.5941933377147,2.252568916342163
