id;time_seconds;temperature
16181;4767900;49.98563
16182;4768200;49.98563
16183;4768500;49.98563
16184;4768800;49.98563
16185;4769100;49.98563
16186;4769400;49.98563
16187;4769700;49.98563
16188;4770000;49.98563
16189;4770300;49.98563
16190;4770600;49.98563
16191;4770900;49.98563
16192;4771200;49.98563
16193;4771500;49.98563
16194;4771800;49.97167
16195;4772100;49.79500
16196;4772400;49.60906
16197;4772700;49.49176
16198;4773000;49.43415
16199;4773300;49.40235
16200;4773600;49.38722
16201;4773900;49.37905
16202;4774200;49.37516
16203;4774500;49.37306
16204;4774800;49.37206
16205;4775100;49.37152
16206;4775400;49.37126
16207;4775700;49.37112
16208;4776000;49.37109
16209;4776300;49.38151
16210;4776600;49.54246
16211;4776900;49.74318
16212;4777200;49.85847
16213;4777500;49.92091
16214;4777800;49.95235
16215;4778100;49.96865
16216;4778400;49.97686
16217;4778700;49.98109
16218;4779000;49.98320
16219;4779300;49.98428
16220;4779600;49.98482
16221;4779900;49.98509
16222;4780200;49.98523
16223;4780500;49.98528
16224;4780800;49.98528
16225;4781100;49.98528
16226;4781400;49.98528
16227;4781700;49.98528
16228;4782000;49.98528
16229;4782300;49.98528
16230;4782600;49.98528
16231;4782900;49.98528
16232;4783200;49.98528
16233;4783500;49.98528
16234;4783800;49.98528
16235;4784100;49.98528
16236;4784400;49.98528
16237;4784700;49.98528
16238;4785000;49.98528
16239;4785300;49.91181
16240;4785600;49.69465
16241;4785900;49.54649
16242;4786200;49.45958
16243;4786500;49.41748
16244;4786800;49.39408
16245;4787100;49.38305
16246;4787400;49.37701
16247;4787700;49.37416
16248;4788000;49.37257
16249;4788300;49.37182
16250;4788600;49.37140
16251;4788900;49.37121
16252;4789200;49.37110
16253;4789500;49.37109
16254;4789800;49.37109
16255;4790100;49.37109
16256;4790400;49.37109
16257;4790700;49.37109
16258;4791000;49.33507
16259;4791300;49.14509
16260;4791600;48.97002
16261;4791900;48.87569
16262;4792200;48.82288
16263;4792500;48.79675
16264;4792800;48.78273
16265;4793100;48.77577
16266;4793400;48.76775
16267;4793700;48.62965
16268;4794000;48.42572
16269;4794300;48.30271
16270;4794600;48.23576
16271;4794900;48.17865
16272;4795200;47.96878
16273;4795500;47.78508
16274;4795800;47.67801
16275;4796100;47.62214
16276;4796400;47.59310
16277;4796700;47.57817
16278;4797000;47.57065
16279;4797300;47.63619
16280;4797600;47.84256
16281;4797900;47.99414
16282;4798200;48.07589
16283;4798500;48.11980
16284;4798800;48.14182
16285;4799100;48.15337
16286;4799400;48.15280
16287;4799700;48.01352
16288;4800000;47.81827
16289;4800300;47.69477
16290;4800600;47.63191
16291;4800900;47.59759
16292;4801200;47.58082
16293;4801500;47.57182
16294;4801800;47.51856
16295;4802100;47.25784
16296;4802400;46.90832
16297;4802700;46.65031
16298;4803000;46.51782
16299;4803300;46.44385
16300;4803600;46.40825
16301;4803900;46.38888
16302;4804200;46.37960
16303;4804500;46.37444
16304;4804800;46.37196
16305;4805100;46.37056
16306;4805400;46.36990
16307;4805700;46.36953
16308;4806000;46.36936
16309;4806300;46.36927
16310;4806600;46.36922
16311;4806900;46.36922
16312;4807200;46.36922
16313;4807500;46.36922
16314;4807800;46.36922
16315;4808100;46.38391
16316;4808400;46.55008
16317;4808700;46.74241
16318;4809000;46.85090
16319;4809300;46.91032
16320;4809600;46.94008
16321;4809900;46.95572
16322;4810200;46.96350
16323;4810500;46.96755
16324;4810800;46.96960
16325;4811100;46.97066
16326;4811400;46.97119
16327;4811700;46.97149
16328;4812000;47.05707
16329;4812300;47.26388
16330;4812600;47.40486
16331;4812900;47.48114
16332;4813200;47.52122
16333;4813500;47.54134
16334;4813800;47.55180
16335;4814100;47.55709
16336;4814400;47.55983
16337;4814700;47.56120
16338;4815000;47.56191
16339;4815300;47.56227
16340;4815600;47.56245
16341;4815900;47.56254
16342;4816200;47.56255
16343;4816500;47.56255
16344;4816800;47.56255
16345;4817100;47.56255
16346;4817400;47.56255
16347;4817700;47.56255
16348;4818000;47.56255
16349;4818300;47.56255
16350;4818600;47.56255
16351;4818900;47.56255
16352;4819200;47.58661
16353;4819500;47.76460
16354;4819800;47.94957
16355;4820100;48.04999
16356;4820400;48.10819
16357;4820700;48.23993
16358;4821000;48.46866
16359;4821300;48.60673
16360;4821600;48.68706
16361;4821900;48.72544
16362;4822200;48.74686
16363;4822500;48.75702
16364;4822800;48.76255
16365;4823100;48.76520
16366;4823400;48.76664
16367;4823700;48.78219
16368;4824000;48.96180
16369;4824300;49.14361
16370;4824600;49.37805
16371;4824900;49.63801
16372;4825200;49.80497
16373;4825500;49.89036
16374;4825800;49.93685
16375;4826100;49.96009
16376;4826400;49.97244
16377;4826700;49.97867
16378;4827000;49.98196
16379;4827300;49.98362
16380;4827600;49.98449
16381;4827900;49.98492
16382;4828200;49.98514
16383;4828500;49.98526
16384;4828800;49.98528
16385;4829100;49.98528
16386;4829400;49.98528
16387;4829700;49.98528
16388;4830000;49.98528
16389;4830300;49.98528
16390;4830600;49.98528
16391;4830900;49.98528
16392;4831200;49.98528
16393;4831500;49.98528
16394;4831800;49.98528
16395;4832100;49.98528
16396;4832400;50.04168
16397;4832700;50.25001
16398;4833000;50.40976
16399;4833300;50.50312
16400;4833600;50.54956
16401;4833900;50.57459
16402;4834200;50.58676
16403;4834500;50.59334
16404;4834800;50.59648
16405;4835100;50.59822
16406;4835400;50.59906
16407;4835700;50.59951
16408;4836000;50.59971
16409;4836300;50.59982
16410;4836600;50.59982
16411;4836900;50.59982
16412;4837200;50.59982
16413;4837500;50.59982
16414;4837800;50.59982
16415;4838100;50.59982
16416;4838400;50.59982
16417;4838700;50.59982
16418;4839000;50.59982
16419;4839300;50.59982
16420;4839600;50.59982
16421;4839900;50.59982
16422;4840200;50.59982
16423;4840500;50.59982
16424;4840800;50.59982
16425;4841100;50.59982
16426;4841400;50.59982
16427;4841700;50.59982
16428;4842000;50.59982
16429;4842300;50.59982
16430;4842600;50.59982
16431;4842900;50.59982
16432;4843200;50.59982
16433;4843500;50.59982
16434;4843800;50.59982
16435;4844100;50.59982
16436;4844400;50.60133
16437;4844700;50.73675
16438;4845000;50.94966
16439;4845300;51.08143
16440;4845600;51.14791
16441;4845900;51.18173
16442;4846200;51.19832
16443;4846500;51.20649
16444;4846800;51.21920
16445;4847100;51.39255
16446;4847400;51.59332
16447;4847700;51.70960
16448;4848000;51.77001
16449;4848300;51.80006
16450;4848600;51.81477
16451;4848900;51.82198
16452;4849200;51.82557
16453;4849500;51.82731
16454;4849800;51.82819
16455;4850100;51.92030
16456;4850400;52.13252
16457;4850700;52.27100
16458;4851000;52.34644
16459;4851300;52.38308
16460;4851600;52.40195
16461;4851900;52.48645
16462;4852200;52.70620
16463;4852500;52.85218
16464;4852800;52.93244
16465;4853100;52.97125
16466;4853400;52.99160
16467;4853700;53.00117
16468;4854000;53.00619
16469;4854300;53.00852
16470;4854600;53.00973
16471;4854900;53.01028
16472;4855200;53.01059
16473;4855500;53.01067
16474;4855800;53.01067
16475;4856100;53.01067
16476;4856400;53.01067
16477;4856700;53.01067
16478;4857000;53.01067
16479;4857300;53.01067
16480;4857600;53.01067
16481;4857900;53.01067
16482;4858200;53.01067
16483;4858500;53.01067
16484;4858800;53.01067
16485;4859100;53.01067
16486;4859400;53.01067
16487;4859700;53.01067
16488;4860000;53.01067
16489;4860300;53.01067
16490;4860600;53.01067
16491;4860900;53.01067
16492;4861200;53.01067
16493;4861500;53.01067
16494;4861800;53.01067
16495;4862100;53.01067
16496;4862400;53.01067
16497;4862700;53.01067
16498;4863000;53.01067
16499;4863300;53.01067
16500;4863600;53.01067
16501;4863900;53.01067
16502;4864200;53.01067
16503;4864500;53.01067
16504;4864800;53.01067
16505;4865100;53.01067
16506;4865400;53.01067
16507;4865700;53.01067
16508;4866000;53.01067
16509;4866300;53.01067
16510;4866600;53.01067
16511;4866900;53.01067
16512;4867200;53.01067
16513;4867500;53.01067
16514;4867800;53.01067
16515;4868100;53.01067
16516;4868400;53.01067
16517;4868700;52.94451
16518;4869000;52.73228
16519;4869300;52.57870
16520;4869600;52.49945
16521;4869900;52.45867
16522;4870200;52.43917
16523;4870500;52.42933
16524;4870800;52.42468
16525;4871100;52.42229
16526;4871400;52.42117
16527;4871700;52.42037
16528;4872000;52.31570
16529;4872300;52.10062
16530;4872600;51.96942
16531;4872900;51.88762
16532;4873200;51.68927
16533;4873500;51.46410
16534;4873800;51.34226
16535;4874100;51.27669
16536;4874400;51.24579
16537;4874700;51.22962
16538;4875000;51.22214
16539;4875300;51.21825
16540;4875600;51.21645
16541;4875900;51.21550
16542;4876200;51.21506
16543;4876500;51.21484
16544;4876800;51.21473
16545;4877100;51.21473
16546;4877400;51.17411
16547;4877700;50.95586
16548;4878000;50.78901
16549;4878300;50.69375
16550;4878600;50.70886
16551;4878900;50.90992
16552;4879200;51.05365
16553;4879500;51.13505
16554;4879800;51.17430
16555;4880100;51.21262
16556;4880400;51.40390
16557;4880700;51.60443
16558;4881000;51.71386
16559;4881300;51.77187
16560;4881600;51.80049
16561;4881900;51.80686
16562;4882200;51.65554
16563;4882500;51.45216
16564;4882800;51.33538
16565;4883100;51.27463
16566;4883400;51.24458
16567;4883700;51.22936
16568;4884000;51.22193
16569;4884300;51.17900
16570;4884600;50.97178
16571;4884900;50.79369
16572;4885200;50.69710
16573;4885500;50.64860
16574;4885800;50.62412
16575;4886100;50.61205
16576;4886400;50.60597
16577;4886700;50.60300
16578;4887000;50.60151
16579;4887300;50.60080
16580;4887600;50.60042
16581;4887900;50.60025
16582;4888200;50.60018
16583;4888500;50.60018
16584;4888800;50.60018
16585;4889100;50.60018
16586;4889400;50.60018
16587;4889700;50.60018
16588;4890000;50.60018
16589;4890300;50.60018
16590;4890600;50.60018
16591;4890900;50.60018
16592;4891200;50.60018
16593;4891500;50.60018
16594;4891800;50.60018
16595;4892100;50.60018
16596;4892400;50.60018
16597;4892700;50.60018
16598;4893000;50.60018
16599;4893300;50.60018
16600;4893600;50.60018
16601;4893900;50.60018
16602;4894200;50.60018
16603;4894500;50.60018
16604;4894800;50.60018
16605;4895100;50.60018
16606;4895400;50.60018
16607;4895700;50.60018
16608;4896000;50.60018
16609;4896300;50.60018
16610;4896600;50.60018
16611;4896900;50.60018
16612;4897200;50.60018
16613;4897500;50.60018
16614;4897800;50.60018
16615;4898100;50.60018
16616;4898400;50.60018
16617;4898700;50.60018
16618;4899000;50.60018
16619;4899300;50.60018
16620;4899600;50.60018
16621;4899900;50.60018
16622;4900200;50.60018
16623;4900500;50.60018
16624;4900800;50.60018
16625;4901100;50.60018
16626;4901400;50.60018
16627;4901700;50.60018
16628;4902000;50.60018
16629;4902300;50.60018
16630;4902600;50.60018
16631;4902900;50.60018
16632;4903200;50.63595
16633;4903500;50.83879
16634;4903800;51.01665
16635;4904100;51.11560
16636;4904400;51.16519
16637;4904700;51.19005
16638;4905000;51.20233
16639;4905300;51.20849
16640;4905600;51.21148
16641;4905900;51.21303
16642;4906200;51.21374
16643;4906500;51.21412
16644;4906800;51.21429
16645;4907100;51.21437
16646;4907400;51.21437
16647;4907700;51.25153
16648;4908000;51.45482
16649;4908300;51.63410
16650;4908600;51.72842
16651;4908900;51.77999
16652;4909200;51.80438
16653;4909500;51.81710
16654;4909800;51.82306
16655;4910100;51.82617
16656;4910400;51.82759
16657;4910700;51.82834
16658;4911000;51.82869
16659;4911300;51.82888
16660;4911600;51.82895
16661;4911900;51.82895
16662;4912200;51.82895
16663;4912500;51.82895
16664;4912800;51.87294
16665;4913100;52.08574
16666;4913400;52.24542
16667;4913700;52.33436
16668;4914000;52.37676
16669;4914300;52.39919
16670;4914600;52.40948
16671;4914900;52.41484
16672;4915200;52.41740
16673;4915500;52.41870
16674;4915800;52.41932
16675;4916100;52.41965
16676;4916400;52.41976
16677;4916700;52.41976
16678;4917000;52.41976
16679;4917300;52.41976
16680;4917600;52.47653
16681;4917900;52.69151
16682;4918200;52.84367
16683;4918500;52.92728
16684;4918800;52.96903
16685;4919100;52.99015
16686;4919400;53.00058
16687;4919700;53.00577
16688;4920000;53.00835
16689;4920300;53.00962
16690;4920600;53.01024
16691;4920900;53.01056
16692;4921200;53.01067
16693;4921500;53.01067
16694;4921800;53.02577
16695;4922100;53.19955
16696;4922400;53.38268
16697;4922700;53.48810
16698;4923000;53.54449
16699;4923300;53.57227
16700;4923600;53.58695
16701;4923900;53.59415
16702;4924200;53.59797
16703;4924500;53.59981
16704;4924800;53.60079
16705;4925100;53.60126
16706;4925400;53.60153
16707;4925700;53.61557
16708;4926000;53.78643
16709;4926300;53.96651
16710;4926600;54.07765
16711;4926900;54.13266
16712;4927200;54.16280
16713;4927500;54.17710
16714;4927800;54.18498
16715;4928100;54.18867
16716;4928400;54.19069
16717;4928700;54.19164
16718;4929000;54.19216
16719;4929300;54.19242
16720;4929600;54.19249
16721;4929900;54.19249
16722;4930200;54.19249
16723;4930500;54.19249
16724;4930800;54.19249
16725;4931100;54.20601
16726;4931400;54.38496
16727;4931700;54.56579
16728;4932000;54.67859
16729;4932300;54.73462
16730;4932600;54.76508
16731;4932900;54.77976
16732;4933200;54.78760
16733;4933500;54.79140
16734;4933800;54.79341
16735;4934100;54.79438
16736;4934400;54.79489
16737;4934700;54.79515
16738;4935000;54.79521
16739;4935300;54.79521
16740;4935600;54.79521
16741;4935900;54.79521
16742;4936200;54.79521
16743;4936500;54.79521
16744;4936800;54.79521
16745;4937100;54.79521
16746;4937400;54.79521
16747;4937700;54.79521
16748;4938000;54.79521
16749;4938300;54.79521
16750;4938600;54.79521
16751;4938900;54.79521
16752;4939200;54.79521
16753;4939500;54.79521
16754;4939800;54.79521
16755;4940100;54.79549
16756;4940400;54.89197
16757;4940700;55.10495
16758;4941000;55.24203
16759;4941300;55.31955
16760;4941600;55.35754
16761;4941900;55.37787
16762;4942200;55.38762
16763;4942500;55.39291
16764;4942800;55.39543
16765;4943100;55.39678
16766;4943400;55.39743
16767;4943700;55.39777
16768;4944000;55.39794
16769;4944300;55.39794
16770;4944600;55.39794
16771;4944900;55.39794
16772;4945200;55.39794
16773;4945500;55.39794
16774;4945800;55.39794
16775;4946100;55.39794
16776;4946400;55.39794
16777;4946700;55.39794
16778;4947000;55.39794
16779;4947300;55.39794
16780;4947600;55.39794
16781;4947900;55.34918
16782;4948200;55.15145
16783;4948500;54.98256
16784;4948800;54.89333
16785;4949100;54.84441
16786;4949400;54.82084
16787;4949700;54.80820
16788;4950000;54.80205
16789;4950300;54.79878
16790;4950600;54.79719
16791;4950900;54.79635
16792;4951200;54.79595
16793;4951500;54.79572
16794;4951800;54.79570
16795;4952100;54.79570
16796;4952400;54.79570
16797;4952700;54.70698
16798;4953000;54.49973
16799;4953300;54.35416
16800;4953600;54.27617
16801;4953900;54.23450
16802;4954200;54.21402
16803;4954500;54.20359
16804;4954800;54.19830
16805;4955100;54.19561
16806;4955400;54.19422
16807;4955700;54.19351
16808;4956000;54.19317
16809;4956300;54.19298
16810;4956600;54.19297
16811;4956900;54.19297
16812;4957200;54.19297
16813;4957500;54.19297
16814;4957800;54.19297
16815;4958100;54.19297
16816;4958400;54.19297
16817;4958700;54.18310
16818;4959000;54.02662
16819;4959300;53.84202
16820;4959600;53.72465
16821;4959900;53.66596
16822;4960200;53.63405
16823;4960500;53.61876
16824;4960800;53.61029
16825;4961100;53.60624
16826;4961400;53.60405
16827;4961700;53.60301
16828;4962000;53.60244
16829;4962300;53.60216
16830;4962600;53.60206
16831;4962900;53.60206
16832;4963200;53.60206
16833;4963500;53.60206
16834;4963800;53.60206
16835;4964100;53.60186
16836;4964400;53.50287
16837;4964700;53.30464
16838;4965000;53.16356
16839;4965300;53.09151
16840;4965600;53.05143
16841;4965900;53.03198
16842;4966200;53.02155
16843;4966500;53.01645
16844;4966800;53.01371
16845;4967100;53.01238
16846;4967400;52.97222
16847;4967700;52.78265
16848;4968000;52.65812
16849;4968300;52.75766
16850;4968600;52.76521
16851;4968900;52.63104
16852;4969200;52.53137
16853;4969500;52.47813
16854;4969800;52.44988
16855;4970100;52.43548
16856;4970400;52.42800
16857;4970700;52.42411
16858;4971000;52.42213
16859;4971300;52.42111
16860;4971600;52.42060
16861;4971900;52.41982
16862;4972200;52.31026
16863;4972500;52.10829
16864;4972800;51.97700
16865;4973100;51.90465
16866;4973400;51.86874
16867;4973700;51.84912
16868;4974000;51.83957
16869;4974300;51.78886
16870;4974600;51.66713
16871;4974900;51.70759
16872;4975200;51.76010
16873;4975500;51.79352
16874;4975800;51.86489
16875;4976100;52.05754
16876;4976400;52.03575
16877;4976700;51.94570
16878;4977000;51.89246
16879;4977300;51.86131
16880;4977600;51.84642
16881;4977900;51.83777
16882;4978200;51.83365
16883;4978500;51.83139
16884;4978800;51.83032
16885;4979100;51.82972
16886;4979400;51.82944
16887;4979700;51.82971
16888;4980000;51.92022
16889;4980300;52.13087
16890;4980600;52.26270
16891;4980900;52.34035
16892;4981200;52.37840
16893;4981500;52.39913
16894;4981800;52.40914
16895;4982100;52.41454
16896;4982400;52.41715
16897;4982700;52.41854
16898;4983000;52.41922
16899;4983300;52.41957
16900;4983600;52.41975
16901;4983900;52.41976
16902;4984200;52.41976
16903;4984500;52.41976
16904;4984800;52.41976
16905;4985100;52.41976
16906;4985400;52.41976
16907;4985700;52.41976
16908;4986000;52.41976
16909;4986300;52.41976
16910;4986600;52.41976
16911;4986900;52.41976
16912;4987200;52.41976
16913;4987500;52.41976
16914;4987800;52.41976
16915;4988100;52.41976
16916;4988400;52.41976
16917;4988700;52.42052
16918;4989000;52.51864
16919;4989300;52.71827
16920;4989600;52.85710
16921;4989900;52.92968
16922;4990200;52.96998
16923;4990500;52.98943
16924;4990800;53.00019
16925;4991100;53.00530
16926;4991400;53.00806
16927;4991700;53.00939
16928;4992000;53.01013
16929;4992300;53.01046
16930;4992600;53.01101
16931;4992900;53.10635
16932;4993200;53.31762
16933;4993500;53.44809
16934;4993800;53.52434
16935;4994100;53.56099
16936;4994400;53.58147
16937;4994700;53.59103
16938;4995000;53.67980
16939;4995300;53.87797
16940;4995600;54.02863
16941;4995900;54.10512
16942;4996200;54.14856
16943;4996500;54.16941
16944;4996800;54.18101
16945;4997100;54.18655
16946;4997400;54.18959
16947;4997700;54.19106
16948;4998000;54.19187
16949;4998300;54.19224
16950;4998600;54.19253
16951;4998900;54.28043
16952;4999200;54.49568
16953;4999500;54.63492
16954;4999800;54.71291
16955;5000100;54.75205
16956;5000400;54.77332
16957;5000700;54.78391
16958;5001000;54.78954
16959;5001300;54.79237
16960;5001600;54.79385
16961;5001900;54.79461
16962;5002200;54.79499
16963;5002500;54.79520
16964;5002800;54.82975
16965;5003100;55.01997
16966;5003400;55.19253
16967;5003700;55.29137
16968;5004000;55.34307
16969;5004300;55.37010
16970;5004600;55.38368
16971;5004900;55.39077
16972;5005200;55.39433
16973;5005500;55.39621
16974;5005800;55.39713
16975;5006100;55.39762
16976;5006400;55.39787
16977;5006700;55.39794
16978;5007000;55.39794
16979;5007300;55.39794
16980;5007600;55.39794
16981;5007900;55.39794
16982;5008200;55.39794
16983;5008500;55.39794
16984;5008800;55.39794
16985;5009100;55.39794
16986;5009400;55.39794
16987;5009700;55.39794
16988;5010000;55.39794
16989;5010300;55.39794
16990;5010600;55.39794
16991;5010900;55.39794
16992;5011200;55.39794
16993;5011500;55.39794
16994;5011800;55.39794
16995;5012100;55.39794
16996;5012400;55.39794
16997;5012700;55.39794
16998;5013000;55.44989
16999;5013300;55.67174
17000;5013600;55.83212
17001;5013900;55.92369
17002;5014200;55.96778
17003;5014500;55.99061
17004;5014800;56.00157
17005;5015100;56.00723
17006;5015400;56.00992
17007;5015700;56.01133
17008;5016000;56.01200
17009;5016300;56.01234
17010;5016600;56.01249
17011;5016900;56.01249
17012;5017200;56.01249
17013;5017500;56.01249
17014;5017800;56.01249
17015;5018100;56.03475
17016;5018400;56.22072
17017;5018700;56.40601
17018;5019000;56.50869
17019;5019300;56.56211
17020;5019600;56.58881
17021;5019900;56.60215
17022;5020200;56.60879
17023;5020500;56.61208
17024;5020800;56.61377
17025;5021100;56.61459
17026;5021400;56.61500
17027;5021700;56.61521
17028;5022000;56.61523
17029;5022300;56.61523
17030;5022600;56.61523
17031;5022900;56.61523
17032;5023200;56.61523
17033;5023500;56.61523
17034;5023800;56.61523
17035;5024100;56.61523
17036;5024400;56.61523
17037;5024700;56.61523
17038;5025000;56.61523
17039;5025300;56.61523
17040;5025600;56.61523
17041;5025900;56.61523
17042;5026200;56.61523
17043;5026500;56.61523
17044;5026800;56.61523
17045;5027100;56.61523
17046;5027400;56.61523
17047;5027700;56.61523
17048;5028000;56.61523
17049;5028300;56.57967
17050;5028600;56.37126
17051;5028900;56.20598
17052;5029200;56.10793
17053;5029500;56.06143
17054;5029800;56.03653
17055;5030100;56.02490
17056;5030400;56.01872
17057;5030700;56.01579
17058;5031000;56.01422
17059;5031300;56.01349
17060;5031600;56.01313
17061;5031900;56.01161
17062;5032200;55.87890
17063;5032500;55.66936
17064;5032800;55.53490
17065;5033100;55.46735
17066;5033400;55.43196
17067;5033700;55.41510
17068;5034000;55.40652
17069;5034300;55.40235
17070;5034600;55.40025
17071;5034900;55.31335
17072;5035200;55.09267
17073;5035500;54.94847
17074;5035800;54.87142
17075;5036100;54.83347
17076;5036400;54.81429
17077;5036700;54.80476
17078;5037000;54.80010
17079;5037300;54.79759
17080;5037600;54.68453
17081;5037900;54.47336
17082;5038200;54.33713
17083;5038500;54.26528
17084;5038800;54.22912
17085;5039100;54.21086
17086;5039400;54.20183
17087;5039700;54.19725
17088;5040000;54.19502
17089;5040300;54.19388
17090;5040600;54.19333
17091;5040900;54.10878
17092;5041200;53.90007
17093;5041500;53.75380
17094;5041800;53.67894
17095;5042100;53.63959
17096;5042400;53.62109
17097;5042700;53.61127
17098;5043000;53.60659
17099;5043300;53.60417
17100;5043600;53.60302
17101;5043900;53.60243
17102;5044200;53.60203
17103;5044500;53.50399
17104;5044800;53.29874
17105;5045100;53.15598
17106;5045400;53.08489
17107;5045700;53.04703
17108;5046000;53.02936
17109;5046300;53.01990
17110;5046600;53.01551
17111;5046900;53.01317
17112;5047200;53.01208
17113;5047500;53.01151
17114;5047800;53.01123
17115;5048100;53.01115
17116;5048400;53.01115
17117;5048700;53.01115
17118;5049000;53.00091
17119;5049300;52.83183
17120;5049600;52.64702
17121;5049900;52.53327
17122;5050200;52.47787
17123;5050500;52.44845
17124;5050800;52.43446
17125;5051100;52.42713
17126;5051400;52.42361
17127;5051700;52.42180
17128;5052000;52.42093
17129;5052300;52.42049
17130;5052600;52.42026
17131;5052900;52.42024
17132;5053200;52.42024
17133;5053500;52.42024
17134;5053800;52.42024
17135;5054100;52.42024
17136;5054400;52.41885
17137;5054700;52.28920
17138;5055000;52.08728
17139;5055300;51.96021
17140;5055600;51.89491
17141;5055900;51.86184
17142;5056200;51.84542
17143;5056500;51.83721
17144;5056800;51.83313
17145;5057100;51.83112
17146;5057400;51.83012
17147;5057700;51.82963
17148;5058000;51.82938
17149;5058300;51.82925
17150;5058600;51.82923
17151;5058900;51.82923
17152;5059200;51.82923
17153;5059500;51.82923
17154;5059800;51.82923
17155;5060100;51.82906
17156;5060400;51.73023
17157;5060700;51.52710
17158;5061000;51.54142
17159;5061300;51.49594
17160;5061600;51.40558
17161;5061900;51.53370
17162;5062200;51.67506
17163;5062500;51.74935
17164;5062800;51.79004
17165;5063100;51.80923
17166;5063400;51.81944
17167;5063700;51.82415
17168;5064000;51.82667
17169;5064300;51.82785
17170;5064600;51.82847
17171;5064900;51.82875
17172;5065200;51.80813
17173;5065500;51.62483
17174;5065800;51.42832
17175;5066100;51.32532
17176;5066400;51.26864
17177;5066700;51.24203
17178;5067000;51.22792
17179;5067300;51.22141
17180;5067600;51.21791
17181;5067900;51.21630
17182;5068200;51.21544
17183;5068500;51.21504
17184;5068800;51.21483
17185;5069100;51.28513
17186;5069400;51.51053
17187;5069700;51.66063
17188;5070000;51.74539
17189;5070300;51.78705
17190;5070600;51.80848
17191;5070900;51.81863
17192;5071200;51.82391
17193;5071500;51.82645
17194;5071800;51.82777
17195;5072100;51.82841
17196;5072400;51.82873
17197;5072700;51.82889
17198;5073000;51.82895
17199;5073300;51.77564
17200;5073600;51.55498
17201;5073900;51.39356
17202;5074200;51.30495
17203;5074500;51.26080
17204;5074800;51.36595
17205;5075100;51.56514
17206;5075400;51.69328
17207;5075700;51.76072
17208;5076000;51.79484
17209;5076300;51.81198
17210;5076600;51.82046
17211;5076900;51.82478
17212;5077200;51.82691
17213;5077500;51.82800
17214;5077800;51.82852
17215;5078100;51.82878
17216;5078400;51.82892
17217;5078700;51.82895
17218;5079000;51.86617
17219;5079300;52.06737
17220;5079600;52.22980
17221;5079900;52.32561
17222;5080200;52.37152
17223;5080500;52.39632
17224;5080800;52.40787
17225;5081100;52.41405
17226;5081400;52.41705
17227;5081700;52.51538
17228;5082000;52.72080
17229;5082300;52.86395
17230;5082600;52.93504
17231;5082900;52.97392
17232;5083200;52.99336
17233;5083500;53.12379
17234;5083800;53.32820
17235;5084100;53.46488
17236;5084400;53.53100
17237;5084700;53.56728
17238;5085000;53.58420
17239;5085300;53.59321
17240;5085600;53.59740
17241;5085900;53.59964
17242;5086200;53.60069
17243;5086500;53.60124
17244;5086800;53.60151
17245;5087100;53.60158
17246;5087400;53.60158
17247;5087700;53.66399
17248;5088000;53.86690
17249;5088300;54.02514
17250;5088600;54.10701
17251;5088900;54.15035
17252;5089200;54.17126
17253;5089500;54.18216
17254;5089800;54.18739
17255;5090100;54.19007
17256;5090400;54.19137
17257;5090700;54.25171
17258;5091000;54.46064
17259;5091300;54.62171
17260;5091600;54.70689
17261;5091900;54.75126
17262;5092200;54.77323
17263;5092500;54.78436
17264;5092800;54.80051
17265;5093100;54.97893
17266;5093400;55.17040
17267;5093700;55.28224
17268;5094000;55.34003
17269;5094300;55.36999
17270;5094600;55.38450
17271;5094900;55.39258
17272;5095200;55.39569
17273;5095500;55.39705
17274;5095800;55.39765
17275;5096100;55.39792
17276;5096400;55.39794
17277;5096700;55.39794
17278;5097000;55.39794
17279;5097300;55.39794
17280;5097600;55.39794
17281;5097900;55.39794
17282;5098200;55.39794
17283;5098500;55.39794
17284;5098800;55.39794
17285;5099100;55.39794
17286;5099400;55.49020
17287;5099700;55.73459
17288;5100000;55.88531
17289;5100300;55.95572
17290;5100600;55.98745
17291;5100900;56.00142
17292;5101200;56.00770
17293;5101500;56.01046
17294;5101800;56.01169
17295;5102100;56.01223
17296;5102400;56.01328
17297;5102700;56.14743
17298;5103000;56.37991
17299;5103300;56.50821
17300;5103600;56.56775
17301;5103900;56.59418
17302;5104200;56.60599
17303;5104500;56.61122
17304;5104800;56.61357
17305;5105100;56.61460
17306;5105400;56.61505
17307;5105700;56.61523
17308;5106000;56.61523
17309;5106300;56.61523
17310;5106600;56.61523
17311;5106900;56.61523
17312;5107200;56.61523
17313;5107500;56.61523
17314;5107800;56.61523
17315;5108100;56.61523
17316;5108400;56.61523
17317;5108700;56.61523
17318;5109000;56.67075
17319;5109300;56.91735
17320;5109600;57.09156
17321;5109900;57.17414
17322;5110200;57.21176
17323;5110500;57.22840
17324;5110800;57.30563
17325;5111100;57.55174
17326;5111400;57.71620
17327;5111700;57.79324
17328;5112000;57.82840
17329;5112300;57.80573
17330;5112600;57.57854
17331;5112900;57.39970
17332;5113200;57.31233
17333;5113500;57.27332
17334;5113800;57.25578
17335;5114100;57.24807
17336;5114400;57.24460
17337;5114700;57.29562
17338;5115000;57.53616
17339;5115300;57.70753
17340;5115600;57.78971
17341;5115900;57.82663
17342;5116200;57.84315
17343;5116500;57.85047
17344;5116800;57.75840
17345;5117100;57.51602
